bgcolor,id,name,cymk,rgb_percentage,hex,rgb_values
0072A3,RAL_650-M,RAL 650-M,"[100, 31, 14, 40]","[100, 26, 10, 0]",#0072A3,"[0, 114, 163]"
0C93B8,RAL_660-1,RAL 660-1,"[93, 23, 30, 0]","[86, 0, 10, 0]",#0C93B8,"[12, 147, 184]"
358EAF,RAL_660-2,RAL 660-2,"[80, 11, 15, 30]","[100, 23, 10, 5]",#358EAF,"[53, 142, 175]"
5BA6C0,RAL_660-3,RAL 660-3,"[73, 9, 20, 5]","[58, 5, 10, 0]",#5BA6C0,"[91, 166, 192]"
58B8D6,RAL_660-4,RAL 660-4,"[72, 6, 10, 0]","[53, 0, 5, 0]",#58B8D6,"[88, 184, 214]"
74C3DA,RAL_660-5,RAL 660-5,"[58, 3, 16, 0]","[44, 0, 5, 0]",#74C3DA,"[116, 195, 218]"
92CADD,RAL_660-6,RAL 660-6,"[47, 3, 15, 0]","[38, 0, 5, 0]",#92CADD,"[146, 202, 221]"
6CA1B4,RAL_660-M,RAL 660-M,"[70, 17, 30, 10]","[54, 0, 5, 20]",#6CA1B4,"[108, 161, 180]"
98D4F0,RAL_670-1,RAL 670-1,"[49, 0, 6, 0]","[23, 0, 3, 0]",#98D4F0,"[152, 212, 240]"
A0DAF5,RAL_670-2,RAL 670-2,"[43, 0, 6, 0]","[21, 0, 3, 0]",#A0DAF5,"[160, 218, 245]"
96C6DD,RAL_670-3,RAL 670-3,"[47, 0, 5, 10]","[36, 5, 5, 0]",#96C6DD,"[150, 198, 221]"
77BCDA,RAL_670-4,RAL 670-4,"[60, 6, 11, 0]","[56, 3, 5, 0]",#77BCDA,"[119, 188, 218]"
6AB9DC,RAL_670-5,RAL 670-5,"[68, 7, 10, 0]","[63, 0, 5, 0]",#6AB9DC,"[106, 185, 220]"
68C0EE,RAL_670-6,RAL 670-6,"[66, 3, 7, 0]","[44, 0, 0, 0]",#68C0EE,"[104, 192, 238]"
81ACBF,RAL_670-M,RAL 670-M,"[50, 3, 10, 25]","[44, 10, 5, 10]",#81ACBF,"[129, 172, 191]"
7AACBF,RAL_680-1,RAL 680-1,"[52, 0, 11, 20]","[53, 0, 5, 10]",#7AACBF,"[122, 172, 191]"
4992AB,RAL_680-2,RAL 680-2,"[80, 18, 24, 15]","[90, 10, 17, 0]",#4992AB,"[73, 146, 171]"
32748C,RAL_680-3,RAL 680-3,"[84, 12, 25, 50]","[100, 22, 20, 10]",#32748C,"[50, 116, 140]"
397793,RAL_680-4,RAL 680-4,"[80, 32, 30, 30]","[100, 22, 15, 10]",#397793,"[57, 119, 147]"
216B8D,RAL_680-5,RAL 680-5,"[86, 21, 20, 50]","[100, 17, 5, 25]",#216B8D,"[33, 107, 141]"
105C7C,RAL_680-6,RAL 680-6,"[100, 34, 35, 50]","[100, 23, 10, 30]",#105C7C,"[16, 92, 124]"
285270,RAL_680-M,RAL 680-M,"[92, 43, 20, 70]","[100, 33, 10, 30]",#285270,"[40, 82, 112]"
4FBFD2,RAL_690-1,RAL 690-1,"[70, 0, 21, 0]","[43, 0, 10, 0]",#4FBFD2,"[79, 191, 210]"
26A3B6,RAL_690-2,RAL 690-2,"[83, 6, 30, 9]","[83, 0, 20, 0]",#26A3B6,"[38, 163, 182]"
168396,RAL_690-3,RAL 690-3,"[94, 8, 37, 30]","[100, 13, 30, 5]",#168396,"[22, 131, 150]"
016D84,RAL_690-4,RAL 690-4,"[100, 21, 41, 42]","[100, 33, 27, 10]",#016D84,"[1, 109, 132]"
14586A,RAL_690-5,RAL 690-5,"[100, 24, 41, 60]","[100, 44, 30, 0]",#14586A,"[20, 88, 106]"
16576D,RAL_690-6,RAL 690-6,"[100, 64, 60, 20]","[100, 54, 40, 0]",#16576D,"[22, 87, 109]"
00687C,RAL_690-M,RAL 690-M,"[100, 12, 50, 50]","[100, 27, 30, 0]",#00687C,"[0, 104, 124]"
7BD4D6,RAL_710-1,RAL 710-1,"[54, 0, 26, 0]","[32, 0, 10, 0]",#7BD4D6,"[123, 212, 214]"
0DACB2,RAL_710-2,RAL 710-2,"[93, 0, 45, 0]","[66, 0, 25, 0]",#0DACB2,"[13, 172, 178]"
1D8E94,RAL_710-3,RAL 710-3,"[91, 12, 50, 15]","[92, 0, 30, 0]",#1D8E94,"[29, 142, 148]"
107780,RAL_710-4,RAL 710-4,"[100, 38, 60, 5]","[100, 13, 30, 0]",#107780,"[16, 119, 128]"
025F6A,RAL_710-5,RAL 710-5,"[100, 33, 60, 50]","[100, 33, 50, 0]",#025F6A,"[2, 95, 106]"
235050,RAL_710-6,RAL 710-6,"[100, 81, 80, 10]","[100, 13, 50, 50]",#235050,"[35, 80, 80]"
006E7A,RAL_710-M,RAL 710-M,"[100, 21, 60, 30]","[100, 17, 40, 10]",#006E7A,"[0, 110, 122]"
C0E7E4,RAL_720-1,RAL 720-1,"[28, 0, 15, 0]","[14, 0, 5, 0]",#C0E7E4,"[192, 231, 228]"
A6E6E1,RAL_720-2,RAL 720-2,"[32, 0, 22, 0]","[14, 0, 7, 0]",#A6E6E1,"[166, 230, 225]"
8AD6DB,RAL_720-3,RAL 720-3,"[53, 0, 24, 0]","[27, 0, 7, 0]",#8AD6DB,"[138, 214, 219]"
5FC0C8,RAL_720-4,RAL 720-4,"[67, 0, 30, 0]","[33, 0, 13, 0]",#5FC0C8,"[95, 192, 200]"
4294A6,RAL_720-5,RAL 720-5,"[83, 12, 35, 20]","[80, 0, 11, 5]",#4294A6,"[66, 148, 166]"
2C808E,RAL_720-6,RAL 720-6,"[96, 30, 45, 18]","[96, 20, 30, 0]",#2C808E,"[44, 128, 142]"
4EA0AA,RAL_720-M,RAL 720-M,"[82, 18, 40, 10]","[90, 11, 30, 5]",#4EA0AA,"[78, 160, 170]"
CAEBE8,RAL_730-1,RAL 730-1,"[24, 0, 11, 0]","[12, 0, 5, 0]",#CAEBE8,"[202, 235, 232]"
9AD7DB,RAL_730-2,RAL 730-2,"[44, 0, 22, 0]","[27, 0, 10, 0]",#9AD7DB,"[154, 215, 219]"
7DBCC1,RAL_730-3,RAL 730-3,"[64, 6, 35, 0]","[56, 0, 10, 5]",#7DBCC1,"[125, 188, 193]"
7EBEBB,RAL_730-4,RAL 730-4,"[52, 0, 30, 9]","[43, 0, 20, 0]",#7EBEBB,"[126, 190, 187]"
7AB0B3,RAL_730-5,RAL 730-5,"[52, 3, 30, 20]","[48, 5, 20, 0]",#7AB0B3,"[122, 176, 179]"
468B86,RAL_730-6,RAL 730-6,"[76, 0, 45, 40]","[74, 10, 40, 0]",#468B86,"[70, 139, 134]"
6CAA9E,RAL_730-M,RAL 730-M,"[58, 0, 45, 25]","[63, 7, 40, 0]",#6CAA9E,"[108, 170, 158]"
C2E2D5,RAL_740-1,RAL 740-1,"[26, 0, 25, 0]","[13, 0, 10, 0]",#C2E2D5,"[194, 226, 213]"
B0DCD0,RAL_740-2,RAL 740-2,"[32, 0, 25, 0]","[28, 0, 10, 0]",#B0DCD0,"[176, 220, 208]"
93C9BA,RAL_740-3,RAL 740-3,"[52, 5, 34, 0]","[33, 0, 20, 0]",#93C9BA,"[147, 201, 186]"
498A7C,RAL_740-4,RAL 740-4,"[78, 5, 60, 40]","[76, 16, 60, 0]",#498A7C,"[73, 138, 124]"
037466,RAL_740-5,RAL 740-5,"[93, 11, 70, 40]","[98, 0, 70, 20]",#037466,"[3, 116, 102]"
03645A,RAL_740-6,RAL 740-6,"[100, 49, 80, 20]","[100, 20, 70, 11]",#03645A,"[3, 100, 90]"
427A6C,RAL_740-M,RAL 740-M,"[78, 10, 62, 50]","[100, 7, 80, 30]",#427A6C,"[66, 122, 108]"
BEDCCE,RAL_750-1,RAL 750-1,"[27, 0, 25, 0]","[16, 0, 10, 0]",#BEDCCE,"[190, 220, 206]"
8EBAA8,RAL_750-2,RAL 750-2,"[47, 0, 40, 15]","[34, 0, 20, 3]",#8EBAA8,"[142, 186, 168]"
3E7C69,RAL_750-3,RAL 750-3,"[83, 25, 70, 25]","[100, 13, 90, 10]",#3E7C69,"[62, 124, 105]"
214D42,RAL_750-4,RAL 750-4,"[91, 20, 80, 80]","[100, 22, 100, 50]",#214D42,"[33, 77, 66]"
395C54,RAL_750-5,RAL 750-5,"[83, 45, 70, 44]","[100, 20, 80, 30]",#395C54,"[57, 92, 84]"
38494A,RAL_750-6,RAL 750-6,"[90, 82, 80, 71]","[100, 30, 50, 70]",#38494A,"[56, 73, 74]"
21483E,RAL_750-M,RAL 750-M,"[90, 0, 70, 84]","[100, 0, 70, 62]",#21483E,"[33, 72, 62]"
D0EAD0,RAL_760-1,RAL 760-1,"[17, 0, 30, 0]","[7, 0, 21, 0]",#D0EAD0,"[208, 234, 208]"
B3D4B0,RAL_760-2,RAL 760-2,"[34, 3, 40, 0]","[18, 0, 20, 0]",#B3D4B0,"[179, 212, 176]"
ACC7A3,RAL_760-3,RAL 760-3,"[22, 0, 40, 14]","[18, 0, 20, 5]",#ACC7A3,"[172, 199, 163]"
86A380,RAL_760-4,RAL 760-4,"[43, 7, 60, 25]","[34, 0, 30, 30]",#86A380,"[134, 163, 128]"
688664,RAL_760-5,RAL 760-5,"[59, 17, 70, 35]","[42, 0, 60, 20]",#688664,"[104, 134, 100]"
4A6D52,RAL_760-6,RAL 760-6,"[79, 37, 80, 35]","[64, 10, 100, 30]",#4A6D52,"[74, 109, 82]"
406246,RAL_760-M,RAL 760-M,"[88, 32, 100, 61]","[82, 5, 100, 50]",#406246,"[64, 98, 70]"
96A68B,RAL_770-1,RAL 770-1,"[22, 3, 45, 40]","[32, 20, 30, 0]",#96A68B,"[150, 166, 139]"
A8B198,RAL_770-2,RAL 770-2,"[13, 6, 40, 40]","[16, 5, 30, 20]",#A8B198,"[168, 177, 152]"
7A7F62,RAL_770-3,RAL 770-3,"[27, 15, 60, 60]","[17, 10, 50, 50]",#7A7F62,"[122, 127, 98]"
82816E,RAL_770-4,RAL 770-4,"[32, 24, 50, 50]","[10, 14, 30, 50]",#82816E,"[130, 129, 110]"
B4B5A6,RAL_770-5,RAL 770-5,"[5, 5, 25, 35]","[10, 7, 20, 10]",#B4B5A6,"[180, 181, 166]"
818A7B,RAL_770-6,RAL 770-6,"[37, 21, 45, 45]","[20, 7, 20, 40]",#818A7B,"[129, 138, 123]"
868C69,RAL_770-M,RAL 770-M,"[15, 14, 60, 50]","[22, 20, 50, 20]",#868C69,"[134, 140, 105]"
E7E4D1,RAL_780-1,RAL 780-1,"[3, 5, 20, 0]","[0, 3, 11, 0]",#E7E4D1,"[231, 228, 209]"
E4DDBD,RAL_780-2,RAL 780-2,"[3, 10, 35, 0]","[0, 4, 10, 3]",#E4DDBD,"[228, 221, 189]"
