bgcolor,name,value1,value2,value3,value4,hex,r,g,b
fce85f,PANTONE 101,0,0,68,0,#FCE85F,252,232,95
fee500,PANTONE 102,0,0,95,0,#FEE500,254,229,0
d0bc00,PANTONE 103,5,5,100,16,#D0BC00,208,188,0
bba30d,PANTONE 104,7,13,100,28,#BBA30D,187,163,13
998730,PANTONE 105,13,18,88,45,#998730,153,135,48
fce85d,PANTONE 106,0,0,75,0,#FCE85D,252,232,93
fde724,PANTONE 107,0,0,92,0,#FDE724,253,231,36
f9da00,PANTONE 108,0,5,98,0,#F9DA00,249,218,0
f8d500,PANTONE 109,0,9,100,0,#F8D500,248,213,0
dbb216,PANTONE 110,2,22,100,8,#DBB216,219,178,22
b69920,PANTONE 111,8,21,100,28,#B69920,182,153,32
a48c1a,PANTONE 112,10,20,100,40,#A48C1A,164,140,26
fae34e,PANTONE 113,0,2,83,0,#FAE34E,250,227,78
f9de45,PANTONE 114,0,4,87,0,#F9DE45,249,222,69
f8db46,PANTONE 115,0,6,87,0,#F8DB46,248,219,70
f5cb08,PANTONE 116,0,14,100,0,#F5CB08,245,203,8
cda31f,PANTONE 117,6,27,100,12,#CDA31F,205,163,31
b48f1f,PANTONE 118,7,28,100,30,#B48F1F,180,143,31
937f20,PANTONE 119,17,22,100,47,#937F20,147,127,32
f7dd76,PANTONE 120,0,5,64,0,#F7DD76,247,221,118
f6d86f,PANTONE 121,0,8,70,0,#F6D86F,246,216,111
f5d258,PANTONE 122,0,11,80,0,#F5D258,245,210,88
f2c541,PANTONE 123,0,19,89,0,#F2C541,242,197,65
edb220,PANTONE 124,0,30,100,0,#EDB220,237,178,32
bb9121,PANTONE 125,6,32,100,24,#BB9121,187,145,33
a7861d,PANTONE 126,11,31,100,36,#A7861D,167,134,29
fae17b,PANTONE 127,0,4,62,0,#FAE17B,250,225,123
f8d962,PANTONE 128,0,7,75,0,#F8D962,248,217,98
f6d15a,PANTONE 129,0,11,78,0,#F6D15A,246,209,90
edac1a,PANTONE 130,0,32,100,0,#EDAC1A,237,172,26
d0941f,PANTONE 131,2,39,100,10,#D0941F,208,148,31
ab7f20,PANTONE 132,9,38,100,32,#AB7F20,171,127,32
775f1f,PANTONE 133,19,37,100,59,#775F1F,119,95,31
f5d27a,PANTONE 134,0,12,60,0,#F5D27A,245,210,122
f1c15c,PANTONE 135,0,21,76,0,#F1C15C,241,193,92
efb646,PANTONE 136,0,28,87,0,#EFB646,239,182,70
eaa124,PANTONE 137,0,41,100,0,#EAA124,234,161,36
e68c28,PANTONE 138,0,52,100,0,#E68C28,230,140,40
b27827,PANTONE 139,7,49,100,25,#B27827,178,120,39
7d5a25,PANTONE 140,19,49,100,54,#7D5A25,125,90,37
f5cd66,PANTONE 141,0,16,65,0,#F5CD66,245,205,102
f2bf4c,PANTONE 142,0,24,78,0,#F2BF4C,242,191,76
f0b336,PANTONE 143,0,32,87,0,#F0B336,240,179,54
ea961c,PANTONE 144,0,51,100,0,#EA961C,234,150,28
d08921,PANTONE 145,4,53,100,8,#D08921,208,137,33
a97620,PANTONE 146,7,50,100,34,#A97620,169,118,32
786428,PANTONE 147,19,38,90,58,#786428,120,100,40
f4d199,PANTONE 148,0,17,43,0,#F4D199,244,209,153
f2c688,PANTONE 149,0,24,51,0,#F2C688,242,198,136
edaa50,PANTONE 150,0,41,78,0,#EDAA50,237,170,80
e88d21,PANTONE 151,0,60,100,0,#E88D21,232,141,33
e68523,PANTONE 152,0,66,100,0,#E68523,230,133,35
c17723,PANTONE 153,5,64,100,17,#C17723,193,119,35
9d6120,PANTONE 154,8,66,100,41,#9D6120,157,97,32
f5d7a5,PANTONE 155,0,12,34,0,#F5D7A5,245,215,165
f1c382,PANTONE 156,0,23,49,0,#F1C382,241,195,130
eba344,PANTONE 157,0,42,74,0,#EBA344,235,163,68
e47e1a,PANTONE 158,0,62,95,0,#E47E1A,228,126,26
d0651e,PANTONE 159,1,72,100,7,#D0651E,208,101,30
ab5a20,PANTONE 160,6,71,100,31,#AB5A20,171,90,32
66401d,PANTONE 161,16,67,100,71,#66401D,102,64,29
f0c4a0,PANTONE 162,0,25,35,0,#F0C4A0,240,196,160
eba677,PANTONE 163,0,44,52,0,#EBA677,235,166,119
e68a48,PANTONE 164,0,59,80,0,#E68A48,230,138,72
e37828,PANTONE 165,0,70,100,0,#E37828,227,120,40
e06c2a,PANTONE 166,0,76,100,0,#E06C2A,224,108,42
bb5d29,PANTONE 167,5,77,100,15,#BB5D29,187,93,41
6f3b20,PANTONE 168,12,80,100,60,#6F3B20,111,59,32
eebca8,PANTONE 169,0,30,26,0,#EEBCA8,238,188,168
e89c77,PANTONE 170,0,48,50,0,#E89C77,232,156,119
e4834e,PANTONE 171,0,61,72,0,#E4834E,228,131,78
e06e37,PANTONE 172,0,73,87,0,#E06E37,224,110,55
d7572b,PANTONE 173,0,82,94,2,#D7572B,215,87,43
9c4124,PANTONE 174,8,86,100,36,#9C4124,156,65,36
77402e,PANTONE 175,18,79,78,56,#77402E,119,64,46
edb9b4,PANTONE 176,0,35,18,0,#EDB9B4,237,185,180
e7948a,PANTONE 177,0,54,38,0,#E7948A,231,148,138
e27865,PANTONE 178,0,70,58,0,#E27865,226,120,101
dd5143,PANTONE 179,0,87,85,0,#DD5143,221,81,67
c1433c,PANTONE 180,3,91,86,12,#C1433C,193,67,60
80352f,PANTONE 181,21,93,88,50,#80352F,128,53,47
ecbec5,PANTONE 182,0,31,8,0,#ECBEC5,236,190,197
e79ca6,PANTONE 183,0,49,17,0,#E79CA6,231,156,166
df6b7c,PANTONE 184,0,73,32,0,#DF6B7C,223,107,124
d93740,PANTONE 185,0,93,79,0,#D93740,217,55,64
c92a39,PANTONE 186,2,100,85,6,#C92A39,201,42,57
ac2b37,PANTONE 187,7,100,82,26,#AC2B37,172,43,55
7d2935,PANTONE 188,16,100,65,58,#7D2935,125,41,53
ebb3bc,PANTONE 189,0,39,10,0,#EBB3BC,235,179,188
e58f9e,PANTONE 190,0,56,18,0,#E58F9E,229,143,158
de6276,PANTONE 191,0,79,36,0,#DE6276,222,98,118
db3b50,PANTONE 192,0,94,64,0,#DB3B50,219,59,80
c32e4c,PANTONE 193,2,99,62,11,#C32E4C,195,46,76
9d2945,PANTONE 194,8,100,55,37,#9D2945,157,41,69
7e3545,PANTONE 195,19,90,50,55,#7E3545,126,53,69
efcad0,PANTONE 196,0,23,6,0,#EFCAD0,239,202,208
e8a1b0,PANTONE 197,0,46,12,0,#E8A1B0,232,161,176
dc5672,PANTONE 198,0,82,37,0,#DC5672,220,86,114
d82949,PANTONE 199,0,100,72,0,#D82949,216,41,73
a12a3d,PANTONE 201,7,100,68,32,#A12A3D,161,42,61
8d2838,PANTONE 202,9,100,64,48,#8D2838,141,40,56
eab3c9,PANTONE 203,0,37,2,0,#EAB3C9,234,179,201
e387aa,PANTONE 204,0,59,5,0,#E387AA,227,135,170
dd5484,PANTONE 205,0,83,16,0,#DD5484,221,84,132
d82455,PANTONE 206,0,100,50,0,#D82455,216,36,85
b0244a,PANTONE 207,5,100,48,22,#B0244A,176,36,74
8c2345,PANTONE 208,15,100,37,45,#8C2345,140,35,69
77253c,PANTONE 209,20,97,40,58,#77253C,119,37,60
e9abc2,PANTONE 210,0,45,4,0,#E9ABC2,233,171,194
e58bad,PANTONE 211,0,61,6,0,#E58BAD,229,139,173
df6797,PANTONE 212,0,78,8,0,#DF6797,223,103,151
db3e79,PANTONE 213,0,92,18,0,#DB3E79,219,62,121
cf2366,PANTONE 214,0,100,24,4,#CF2366,207,35,102
aa2157,PANTONE 215,6,100,26,24,#AA2157,170,33,87
802447,PANTONE 216,13,96,26,52,#802447,128,36,71
e8bad2,PANTONE 217,1,32,0,0,#E8BAD2,232,186,210
dd81af,PANTONE 218,2,63,0,0,#DD81AF,221,129,175
d73786,PANTONE 219,1,92,4,0,#D73786,215,55,134
ae2359,PANTONE 220,5,100,25,24,#AE2359,174,35,89
9c2452,PANTONE 221,9,100,26,38,#9C2452,156,36,82
732444,PANTONE 222,20,100,22,61,#732444,115,36,68
e39ec1,PANTONE 223,1,50,0,0,#E39EC1,227,158,193
d977a9,PANTONE 224,3,70,0,0,#D977A9,217,119,169
d3468f,PANTONE 225,4,88,0,0,#D3468F,211,70,143
d70c7a,PANTONE 226,0,100,2,0,#D70C7A,215,12,122
af1c63,PANTONE 227,7,100,10,21,#AF1C63,175,28,99
8f2054,PANTONE 228,16,100,14,42,#8F2054,143,32,84
6d2244,PANTONE 229,26,100,19,61,#6D2244,109,34,68
e6aecb,PANTONE 230,1,41,0,0,#E6AECB,230,174,203
dc8ab6,PANTONE 231,3,60,0,0,#DC8AB6,220,138,182
d576aa,PANTONE 232,6,70,0,0,#D576AA,213,118,170
c3167c,PANTONE 233,12,100,0,0,#C3167C,195,22,124
a41a67,PANTONE 234,18,100,6,18,#A41A67,164,26,103
8b1e56,PANTONE 235,20,100,11,41,#8B1E56,139,30,86
e4b6d2,PANTONE 236,3,37,0,0,#E4B6D2,228,182,210
da93bd,PANTONE 237,6,53,0,0,#DA93BD,218,147,189
cc6ca6,PANTONE 238,12,74,0,0,#CC6CA6,204,108,166
c55a9d,PANTONE 239,16,82,0,0,#C55A9D,197,90,157
bf4994,PANTONE 240,20,89,0,0,#BF4994,191,73,148
ac2b81,PANTONE 241,30,100,2,2,#AC2B81,172,43,129
81255c,PANTONE 242,32,100,11,41,#81255C,129,37,92
e3bbd4,PANTONE 243,4,32,0,0,#E3BBD4,227,187,212
d7a2c6,PANTONE 244,9,45,0,0,#D7A2C6,215,162,198
c987b5,PANTONE 245,16,56,0,0,#C987B5,201,135,181
b04590,PANTONE 246,31,88,0,0,#B04590,176,69,144
ab3388,PANTONE 247,35,95,0,0,#AB3388,171,51,136
a12d86,PANTONE 248,42,100,0,0,#A12D86,161,45,134
85326b,PANTONE 249,42,95,10,31,#85326B,133,50,107
e0c2d9,PANTONE 250,7,28,0,0,#E0C2D9,224,194,217
cca5c9,PANTONE 251,17,43,0,0,#CCA5C9,204,165,201
b876ac,PANTONE 252,27,67,0,0,#B876AC,184,118,172
9e3a8a,PANTONE 253,42,91,0,0,#9E3A8A,158,58,138
942d83,PANTONE 254,48,96,0,0,#942D83,148,45,131
762d6a,PANTONE 255,53,96,10,24,#762D6A,118,45,106
dcc8dd,PANTONE 256,9,22,0,0,#DCC8DD,220,200,221
c9accd,PANTONE 257,18,36,0,0,#C9ACCD,201,172,205
92579b,PANTONE 258,51,79,0,0,#92579B,146,87,155
7a327e,PANTONE 259,67,100,4,5,#7A327E,122,50,126
6b2f6b,PANTONE 260,66,100,8,27,#6B2F6B,107,47,107
62295c,PANTONE 261,62,100,9,44,#62295C,98,41,92
5c2d54,PANTONE 262,58,92,12,54,#5C2D54,92,45,84
dbcee3,PANTONE 263,10,17,0,0,#DBCEE3,219,206,227
bba5cc,PANTONE 264,26,37,0,0,#BBA5CC,187,165,204
8d6cab,PANTONE 265,52,66,0,0,#8D6CAB,141,108,171
6a4593,PANTONE 266,76,90,0,0,#6A4593,106,69,147
61398b,PANTONE 267,82,97,0,0,#61398B,97,57,139
59317c,PANTONE 268,82,98,0,12,#59317C,89,49,124
522d6a,PANTONE 269,80,98,5,27,#522D6A,82,45,106
b5b7d7,PANTONE 270,29,25,0,0,#B5B7D7,181,183,215
9093c4,PANTONE 271,49,44,0,0,#9093C4,144,147,196
7a79b3,PANTONE 272,61,56,0,0,#7A79B3,122,121,179
343175,PANTONE 273,100,100,0,22,#343175,52,49,117
302d63,PANTONE 274,100,100,7,38,#302D63,48,45,99
2c2855,PANTONE 275,100,100,7,56,#2C2855,44,40,85
28223c,PANTONE 276,100,100,10,79,#28223C,40,34,60
a9c7e5,PANTONE 277,35,9,0,0,#A9C7E5,169,199,229
91b7de,PANTONE 278,45,14,0,0,#91B7DE,145,183,222
5c8dc6,PANTONE 279,68,34,0,0,#5C8DC6,92,141,198
223a76,PANTONE 280,100,85,5,22,#223A76,34,58,118
23356b,PANTONE 281,100,85,5,36,#23356B,35,53,107
252849,PANTONE 282,100,90,13,68,#252849,37,40,73
98c3e5,PANTONE 283,42,9,0,0,#98C3E5,152,195,229
75acda,PANTONE 284,59,17,0,0,#75ACDA,117,172,218
2b74b7,PANTONE 285,90,48,0,0,#2B74B7,43,116,183
24509a,PANTONE 286,100,75,0,0,#24509A,36,80,154
1a4784,PANTONE 287,100,75,2,18,#1A4784,26,71,132
223d72,PANTONE 288,100,80,6,32,#223D72,34,61,114
21304e,PANTONE 289,100,76,12,70,#21304E,33,48,78
c0e1ed,PANTONE 290,23,0,1,0,#C0E1ED,192,225,237
a1cdeb,PANTONE 291,38,4,0,0,#A1CDEB,161,205,235
6eb1de,PANTONE 292,59,11,0,0,#6EB1DE,110,177,222
1b5196,PANTONE 293,100,69,0,4,#1B5196,27,81,150
1b4677,PANTONE 294,100,69,7,30,#1B4677,27,70,119
1f3a60,PANTONE 295,100,69,8,54,#1F3A60,31,58,96
242935,PANTONE 296,100,73,28,86,#242935,36,41,53
7ccbea,PANTONE 297,52,0,1,0,#7CCBEA,124,203,234
51bae8,PANTONE 298,67,2,0,0,#51BAE8,81,186,232
00a0dc,PANTONE 299,86,8,0,0,#00A0DC,0,160,220
005b95,PANTONE 301,100,53,4,19,#005B95,0,91,149
00496a,PANTONE 302,100,48,12,58,#00496A,0,73,106
0e3747,PANTONE 303,100,47,22,82,#0E3747,14,55,71
a6d6de,PANTONE 304,34,0,6,0,#A6D6DE,166,214,222
73c6dc,PANTONE 305,54,0,6,0,#73C6DC,115,198,220
00b3db,PANTONE 306,75,0,5,0,#00B3DB,0,179,219
0076ae,PANTONE 307,100,22,2,18,#0076AE,0,118,174
006287,PANTONE 308,100,18,8,50,#006287,0,98,135
004252,PANTONE 309,99,27,22,80,#004252,0,66,82
89ccda,PANTONE 310,48,0,9,0,#89CCDA,137,204,218
4fbbd1,PANTONE 311,68,0,13,0,#4FBBD1,79,187,209
00a8d0,PANTONE 312,88,0,11,0,#00A8D0,0,168,208
0098c7,PANTONE 313,100,0,11,2,#0098C7,0,152,199
0084ac,PANTONE 314,100,5,14,17,#0084AC,0,132,172
006a85,PANTONE 315,100,12,21,44,#006A85,0,106,133
004d58,PANTONE 316,97,21,33,73,#004D58,0,77,88
c4e1de,PANTONE 317,23,0,10,0,#C4E1DE,196,225,222
a1d3d3,PANTONE 318,40,0,14,0,#A1D3D3,161,211,211
6fc1c2,PANTONE 319,59,0,22,0,#6FC1C2,111,193,194
00a1aa,PANTONE 320,96,0,31,2,#00A1AA,0,161,170
009296,PANTONE 321,96,3,35,12,#009296,0,146,150
007a7b,PANTONE 322,97,9,39,34,#007A7B,0,122,123
006160,PANTONE 323,96,16,42,57,#006160,0,97,96
b1d8d5,PANTONE 324,35,0,14,0,#B1D8D5,177,216,213
88c9c4,PANTONE 325,53,0,23,0,#88C9C4,136,201,196
2fb2ab,PANTONE 326,81,0,39,0,#2FB2AB,47,178,171
00907d,PANTONE 327,100,2,60,14,#00907D,0,144,125
007568,PANTONE 328,100,10,61,38,#007568,0,117,104
006a5f,PANTONE 329,100,14,60,49,#006A5F,0,106,95
265c50,PANTONE 330,90,21,60,65,#265C50,38,92,80
bdddd2,PANTONE 331,27,0,15,0,#BDDDD2,189,221,210
b1d8cc,PANTONE 332,33,0,18,0,#B1D8CC,177,216,204
8ac9b9,PANTONE 333,49,0,28,0,#8AC9B9,138,201,185
009a6e,PANTONE 334,99,0,70,0,#009A6E,0,154,110
00805e,PANTONE 335,97,6,69,19,#00805E,0,128,94
00694e,PANTONE 336,95,11,70,44,#00694E,0,105,78
a8d3c6,PANTONE 337,39,0,22,0,#A8D3C6,168,211,198
8fc9b8,PANTONE 338,50,0,31,0,#8FC9B8,143,201,184
1dac8a,PANTONE 339,84,0,59,0,#1DAC8A,29,172,138
009e69,PANTONE 340,99,0,84,0,#009E69,0,158,105
00845b,PANTONE 341,95,5,82,24,#00845B,0,132,91
007055,PANTONE 342,93,10,75,43,#007055,0,112,85
285e48,PANTONE 343,89,19,72,60,#285E48,40,94,72
b4d8ba,PANTONE 344,32,0,30,0,#B4D8BA,180,216,186
a0cfa8,PANTONE 345,43,0,41,0,#A0CFA8,160,207,168
87c597,PANTONE 346,53,0,51,0,#87C597,135,197,151
00a351,PANTONE 347,93,0,100,0,#00A351,0,163,81
008f4c,PANTONE 348,96,2,100,12,#008F4C,0,143,76
1e7040,PANTONE 349,90,12,95,40,#1E7040,30,112,64
32553b,PANTONE 350,80,21,79,64,#32553B,50,85,59
bedbbf,PANTONE 351,27,0,23,0,#BEDBBF,190,219,191
acd3b1,PANTONE 352,37,0,31,0,#ACD3B1,172,211,177
a3cfab,PANTONE 353,41,0,36,0,#A3CFAB,163,207,171
3daa4b,PANTONE 354,81,0,92,0,#3DAA4B,61,170,75
00a144,PANTONE 355,91,0,100,0,#00A144,0,161,68
008139,PANTONE 356,91,4,100,25,#008139,0,129,57
1c5630,PANTONE 357,92,18,94,61,#1C5630,28,86,48
b4d4a2,PANTONE 358,34,0,42,0,#B4D4A2,180,212,162
aad095,PANTONE 359,40,0,50,0,#AAD095,170,208,149
7cbb5a,PANTONE 360,63,0,84,0,#7CBB5A,124,187,90
56af40,PANTONE 361,77,0,100,0,#56AF40,86,175,64
4ea93f,PANTONE 362,78,0,100,2,#4EA93F,78,169,63
4f9237,PANTONE 363,76,3,100,18,#4F9237,79,146,55
4c782d,PANTONE 364,71,4,100,45,#4C782D,76,120,45
cadc9d,PANTONE 365,24,0,44,0,#CADC9D,202,220,157
bdd68d,PANTONE 366,31,0,51,0,#BDD68D,189,214,141
abcc6d,PANTONE 367,41,0,68,0,#ABCC6D,171,204,109
7cb82f,PANTONE 368,65,0,100,0,#7CB82F,124,184,47
72b431,PANTONE 369,68,0,100,0,#72B431,114,180,49
6a9529,PANTONE 370,62,1,100,25,#6A9529,106,149,41
586520,PANTONE 371,50,9,98,61,#586520,88,101,32
d9e29d,PANTONE 372,16,0,41,0,#D9E29D,217,226,157
d1dd8d,PANTONE 373,21,0,48,0,#D1DD8D,209,221,141
c3d468,PANTONE 374,30,0,64,0,#C3D468,195,212,104
a9c833,PANTONE 375,46,0,90,0,#A9C833,169,200,51
98c11d,PANTONE 376,54,0,100,0,#98C11D,152,193,29
88a620,PANTONE 377,50,1,100,20,#88A620,136,166,32
5d6821,PANTONE 378,47,11,99,64,#5D6821,93,104,33
e0e17a,PANTONE 379,13,0,61,0,#E0E17A,224,225,122
d7db54,PANTONE 380,18,0,82,0,#D7DB54,215,219,84
cbd421,PANTONE 381,25,0,98,0,#CBD421,203,212,33
c6d219,PANTONE 382,28,0,100,0,#C6D219,198,210,25
a7b019,PANTONE 383,29,1,100,18,#A7B019,167,176,25
979916,PANTONE 384,26,4,99,35,#979916,151,153,22
7e7721,PANTONE 385,24,14,94,55,#7E7721,126,119,33
e7e36d,PANTONE 386,9,0,66,0,#E7E36D,231,227,109
e1de50,PANTONE 387,12,0,80,0,#E1DE50,225,222,80
dbdc4f,PANTONE 388,15,0,80,0,#DBDC4F,219,220,79
cfd641,PANTONE 389,21,0,85,0,#CFD641,207,214,65
bcc600,PANTONE 390,27,0,100,3,#BCC600,188,198,0
9b9912,PANTONE 391,23,5,100,33,#9B9912,155,153,18
868118,PANTONE 392,24,11,100,48,#868118,134,129,24
ece683,PANTONE 393,6,0,55,0,#ECE683,236,230,131
ede461,PANTONE 394,6,0,72,0,#EDE461,237,228,97
e8df2f,PANTONE 395,9,0,90,0,#E8DF2F,232,223,47
e6dd01,PANTONE 396,10,0,95,0,#E6DD01,230,221,1
c0b900,PANTONE 397,14,2,100,15,#C0B900,192,185,0
b3a700,PANTONE 398,14,6,100,24,#B3A700,179,167,0
a09407,PANTONE 399,16,9,100,36,#A09407,160,148,7
ada89f,PANTONE 401,10,11,17,27,#ADA89F,173,168,159
9c958c,PANTONE 402,13,16,21,36,#9C958C,156,149,140
888178,PANTONE 403,18,21,27,47,#888178,136,129,120
746d65,PANTONE 404,20,25,30,59,#746D65,116,109,101
625b54,PANTONE 405,26,31,35,72,#625B54,98,91,84
cbc4bd,PANTONE 406,5,8,10,16,#CBC4BD,203,196,189
b3aaa4,PANTONE 407,9,14,13,28,#B3AAA4,179,170,164
9f938c,PANTONE 408,12,19,19,40,#9F938C,159,147,140
8b807a,PANTONE 409,17,25,22,51,#8B807A,139,128,122
7a6d68,PANTONE 410,22,33,28,60,#7A6D68,122,109,104
5e534e,PANTONE 411,30,42,34,75,#5E534E,94,83,78
3a3431,PANTONE 412,52,59,45,90,#3A3431,58,52,49
