bgcolor,id,name,cymk,rgb_percentage,hex,rgb_values
CBA994,RAL_050_70_20,RAL 050 70 20,"[18, 33, 39, 7]","[16, 30, 36, 5]",#CBA994,"[203, 169, 148]"
DCA484,RAL_050_70_30,RAL 050 70 30,"[11, 39, 47, 4]","[11, 36, 45, 2]",#DCA484,"[220, 164, 132]"
E99F78,RAL_050_70_40,RAL 050 70 40,"[4, 44, 53, 0]","[5, 41, 52, 0]",#E99F78,"[233, 159, 120]"
F49A6B,RAL_050_70_50,RAL 050 70 50,"[0, 49, 59, 0]","[2, 45, 60, 0]",#F49A6B,"[244, 154, 107]"
FB935A,RAL_050_70_60,RAL 050 70 60,"[0, 53, 68, 0]","[0, 49, 71, 0]",#FB935A,"[251, 147, 90]"
DAC9BC,RAL_050_80_10,RAL 050 80 10,"[15, 20, 25, 2]","[13, 18, 21, 2]",#DAC9BC,"[218, 201, 188]"
E9C4AA,RAL_050_80_20,RAL 050 80 20,"[7, 25, 33, 0]","[7, 23, 29, 1]",#E9C4AA,"[233, 196, 170]"
F4BD9D,RAL_050_80_30,RAL 050 80 30,"[2, 33, 38, 0]","[2, 29, 35, 0]",#F4BD9D,"[244, 189, 157]"
F0E5DC,RAL_050_90_05,RAL 050 90 05,"[5, 11, 13, 0]","[6, 10, 11, 0]",#F0E5DC,"[240, 229, 220]"
F8E5D5,RAL_050_90_10,RAL 050 90 10,"[1, 12, 17, 0]","[3, 11, 15, 0]",#F8E5D5,"[248, 229, 213]"
EFE7E2,RAL_050_92_05,RAL 050 92 05,"[6, 9, 11, 0]","[7, 8, 9, 0]",#EFE7E2,"[239, 231, 226]"
3B3835,RAL_060_20_05,RAL 060 20 05,"[66, 58, 59, 61]","[68, 59, 51, 63]",#3B3835,"[59, 56, 53]"
504B47,RAL_060_30_05,RAL 060 30 05,"[59, 53, 55, 49]","[60, 55, 51, 46]",#504B47,"[80, 75, 71]"
554940,RAL_060_30_10,RAL 060 30 10,"[55, 54, 60, 50]","[58, 58, 60, 43]",#554940,"[85, 73, 64]"
5D4A38,RAL_060_30_20,RAL 060 30 20,"[49, 55, 67, 50]","[55, 64, 75, 36]",#5D4A38,"[93, 74, 56]"
64462B,RAL_060_30_27,RAL 060 30 27,"[42, 58, 76, 52]","[47, 68, 87, 38]",#64462B,"[100, 70, 43]"
68625C,RAL_060_40_05,RAL 060 40 05,"[52, 46, 50, 37]","[51, 46, 47, 33]",#68625C,"[104, 98, 92]"
6D6054,RAL_060_40_10,RAL 060 40 10,"[49, 47, 55, 38]","[49, 50, 55, 30]",#6D6054,"[109, 96, 84]"
79604A,RAL_060_40_20,RAL 060 40 20,"[41, 49, 63, 38]","[48, 57, 71, 19]",#79604A,"[121, 96, 74]"
805D3B,RAL_060_40_30,RAL 060 40 30,"[35, 52, 72, 39]","[47, 64, 89, 12]",#805D3B,"[128, 93, 59]"
8A5B31,RAL_060_40_40,RAL 060 40 40,"[27, 55, 79, 39]","[38, 64, 93, 15]",#8A5B31,"[138, 91, 49]"
817A74,RAL_060_50_05,RAL 060 50 05,"[45, 40, 43, 25]","[41, 37, 38, 24]",#817A74,"[129, 122, 116]"
847A6D,RAL_060_50_10,RAL 060 50 10,"[43, 40, 47, 26]","[38, 38, 44, 24]",#847A6D,"[132, 122, 109]"
8F775D,RAL_060_50_20,RAL 060 50 20,"[36, 42, 57, 27]","[36, 44, 59, 18]",#8F775D,"[143, 119, 93]"
9C7651,RAL_060_50_30,RAL 060 50 30,"[29, 45, 64, 26]","[35, 50, 72, 10]",#9C7651,"[156, 118, 81]"
A57243,RAL_060_50_40,RAL 060 50 40,"[22, 49, 73, 26]","[34, 56, 86, 2]",#A57243,"[165, 114, 67]"
B06E37,RAL_060_50_50,RAL 060 50 50,"[16, 53, 79, 24]","[25, 58, 92, 5]",#B06E37,"[176, 110, 55]"
B46721,RAL_060_50_60,RAL 060 50 60,"[10, 57, 89, 26]","[20, 60, 100, 8]",#B46721,"[180, 103, 33]"
BD6618,RAL_060_50_70,RAL 060 50 70,"[7, 60, 92, 22]","[17, 61, 100, 5]",#BD6618,"[189, 102, 24]"
9B948D,RAL_060_60_05,RAL 060 60 05,"[37, 33, 36, 15]","[34, 30, 31, 14]",#9B948D,"[155, 148, 141]"
A19384,RAL_060_60_10,RAL 060 60 10,"[34, 34, 41, 16]","[30, 31, 37, 15]",#A19384,"[161, 147, 132]"
AF9175,RAL_060_60_20,RAL 060 60 20,"[26, 38, 49, 16]","[24, 36, 48, 11]",#AF9175,"[175, 145, 117]"
B89068,RAL_060_60_30,RAL 060 60 30,"[22, 40, 57, 15]","[24, 40, 59, 6]",#B89068,"[184, 144, 104]"
C08C57,RAL_060_60_40,RAL 060 60 40,"[16, 42, 66, 15]","[23, 44, 73, 2]",#C08C57,"[192, 140, 87]"
CA8647,RAL_060_60_50,RAL 060 60 50,"[11, 47, 74, 13]","[18, 48, 83, 0]",#CA8647,"[202, 134, 71]"
D48435,RAL_060_60_60,RAL 060 60 60,"[6, 51, 82, 11]","[13, 49, 93, 0]",#D48435,"[212, 132, 53]"
DC7F24,RAL_060_60_70,RAL 060 60 70,"[4, 55, 90, 9]","[8, 51, 97, 0]",#DC7F24,"[220, 127, 36]"
E97B19,RAL_060_60_80,RAL 060 60 80,"[0, 59, 93, 3]","[2, 53, 98, 0]",#E97B19,"[233, 123, 25]"
B5AEA7,RAL_060_70_05,RAL 060 70 05,"[29, 25, 29, 8]","[26, 23, 25, 7]",#B5AEA7,"[181, 174, 167]"
BCADA0,RAL_060_70_10,RAL 060 70 10,"[26, 27, 33, 8]","[23, 24, 29, 7]",#BCADA0,"[188, 173, 160]"
C7AA90,RAL_060_70_20,RAL 060 70 20,"[20, 31, 42, 8]","[18, 28, 39, 6]",#C7AA90,"[199, 170, 144]"
D2A980,RAL_060_70_30,RAL 060 70 30,"[15, 33, 50, 7]","[14, 31, 49, 3]",#D2A980,"[210, 169, 128]"
DCA470,RAL_060_70_40,RAL 060 70 40,"[10, 38, 58, 5]","[11, 35, 58, 1]",#DCA470,"[220, 164, 112]"
E8A261,RAL_060_70_50,RAL 060 70 50,"[5, 42, 65, 0]","[7, 38, 67, 0]",#E8A261,"[232, 162, 97]"
F19D4E,RAL_060_70_60,RAL 060 70 60,"[1, 45, 74, 0]","[4, 41, 78, 0]",#F19D4E,"[241, 157, 78]"
FB9A39,RAL_060_70_70,RAL 060 70 70,"[0, 48, 83, 0]","[1, 43, 90, 0]",#FB9A39,"[251, 154, 57]"
D5C8B8,RAL_060_80_10,RAL 060 80 10,"[17, 18, 27, 3]","[15, 16, 22, 2]",#D5C8B8,"[213, 200, 184]"
E3C8AA,RAL_060_80_20,RAL 060 80 20,"[11, 22, 35, 2]","[9, 19, 31, 2]",#E3C8AA,"[227, 200, 170]"
F2C396,RAL_060_80_30,RAL 060 80 30,"[3, 27, 44, 0]","[4, 24, 40, 0]",#F2C396,"[242, 195, 150]"
F9BE83,RAL_060_80_40,RAL 060 80 40,"[0, 32, 53, 0]","[2, 27, 50, 0]",#F9BE83,"[249, 190, 131]"
EEE6DA,RAL_060_90_05,RAL 060 90 05,"[7, 9, 15, 0]","[7, 8, 12, 0]",#EEE6DA,"[238, 230, 218]"
F3E5D3,RAL_060_90_10,RAL 060 90 10,"[3, 11, 18, 0]","[5, 9, 15, 0]",#F3E5D3,"[243, 229, 211]"
F6E2CA,RAL_060_90_15,RAL 060 90 15,"[1, 13, 22, 0]","[4, 11, 19, 0]",#F6E2CA,"[246, 226, 202]"
5A4C37,RAL_070_30_20,RAL 070 30 20,"[51, 51, 69, 51]","[56, 60, 76, 37]",#5A4C37,"[90, 76, 55]"
686255,RAL_070_40_10,RAL 070 40 10,"[51, 45, 56, 38]","[51, 46, 55, 31]",#686255,"[104, 98, 85]"
716144,RAL_070_40_20,RAL 070 40 20,"[44, 45, 67, 40]","[53, 55, 77, 20]",#716144,"[113, 97, 68]"
7A5F37,RAL_070_40_30,RAL 070 40 30,"[36, 47, 75, 42]","[48, 58, 90, 16]",#7A5F37,"[122, 95, 55]"
7F5E28,RAL_070_40_40,RAL 070 40 40,"[28, 47, 84, 45]","[40, 55, 96, 24]",#7F5E28,"[127, 94, 40]"
827B6B,RAL_070_50_10,RAL 070 50 10,"[44, 38, 49, 27]","[39, 35, 45, 25]",#827B6B,"[130, 123, 107]"
8A785B,RAL_070_50_20,RAL 070 50 20,"[38, 40, 59, 28]","[38, 41, 61, 19]",#8A785B,"[138, 120, 91]"
927649,RAL_070_50_30,RAL 070 50 30,"[31, 40, 69, 30]","[40, 47, 80, 9]",#927649,"[146, 118, 73]"
9A7639,RAL_070_50_40,RAL 070 50 40,"[24, 41, 78, 33]","[36, 49, 92, 7]",#9A7639,"[154, 118, 57]"
9B7633,RAL_070_50_50,RAL 070 50 50,"[21, 40, 80, 34]","[34, 47, 94, 9]",#9B7633,"[155, 118, 51]"
A3762B,RAL_070_50_55,RAL 070 50 55,"[16, 42, 84, 32]","[28, 46, 97, 11]",#A3762B,"[163, 118, 43]"
9C9282,RAL_070_60_10,RAL 070 60 10,"[36, 33, 42, 17]","[32, 30, 38, 15]",#9C9282,"[156, 146, 130]"
A39374,RAL_070_60_20,RAL 070 60 20,"[31, 32, 51, 18]","[29, 30, 49, 14]",#A39374,"[163, 147, 116]"
AD8F61,RAL_070_60_30,RAL 070 60 30,"[25, 35, 61, 19]","[29, 37, 65, 6]",#AD8F61,"[173, 143, 97]"
B38E4E,RAL_070_60_40,RAL 070 60 40,"[19, 35, 70, 21]","[29, 40, 79, 2]",#B38E4E,"[179, 142, 78]"
BD8F3F,RAL_070_60_50,RAL 070 60 50,"[14, 36, 78, 20]","[24, 39, 89, 1]",#BD8F3F,"[189, 143, 63]"
C38D2E,RAL_070_60_60,RAL 070 60 60,"[9, 39, 85, 20]","[20, 40, 96, 2]",#C38D2E,"[195, 141, 46]"
CA8A21,RAL_070_60_70,RAL 070 60 70,"[7, 42, 89, 18]","[17, 42, 97, 1]",#CA8A21,"[202, 138, 33]"
D08B13,RAL_070_60_75,RAL 070 60 75,"[5, 43, 93, 16]","[15, 42, 98, 0]",#D08B13,"[208, 139, 19]"
B5AE9D,RAL_070_70_10,RAL 070 70 10,"[29, 25, 35, 9]","[25, 22, 31, 8]",#B5AE9D,"[181, 174, 157]"
C0AC8A,RAL_070_70_20,RAL 070 70 20,"[23, 27, 45, 10]","[20, 24, 42, 8]",#C0AC8A,"[192, 172, 138]"
C9AC79,RAL_070_70_30,RAL 070 70 30,"[18, 27, 54, 10]","[18, 26, 53, 4]",#C9AC79,"[201, 172, 121]"
D2AA66,RAL_070_70_40,RAL 070 70 40,"[13, 30, 64, 10]","[18, 30, 65, 0]",#D2AA66,"[210, 170, 102]"
D9A957,RAL_070_70_50,RAL 070 70 50,"[9, 32, 70, 8]","[14, 31, 74, 0]",#D9A957,"[217, 169, 87]"
E1A541,RAL_070_70_60,RAL 070 70 60,"[6, 35, 80, 7]","[10, 33, 85, 0]",#E1A541,"[225, 165, 65]"
E7A12B,RAL_070_70_70,RAL 070 70 70,"[3, 39, 87, 5]","[7, 35, 95, 0]",#E7A12B,"[231, 161, 43]"
EC9E08,RAL_070_70_80,RAL 070 70 80,"[1, 41, 95, 4]","[4, 35, 99, 0]",#EC9E08,"[236, 158, 8]"
D2CAB6,RAL_070_80_10,RAL 070 80 10,"[18, 16, 28, 4]","[16, 15, 24, 3]",#D2CAB6,"[210, 202, 182]"
DDCAA3,RAL_070_80_20,RAL 070 80 20,"[13, 18, 38, 3]","[12, 16, 35, 3]",#DDCAA3,"[221, 202, 163]"
E8C894,RAL_070_80_30,RAL 070 80 30,"[8, 22, 46, 2]","[8, 19, 42, 1]",#E8C894,"[232, 200, 148]"
F3C885,RAL_070_80_40,RAL 070 80 40,"[4, 24, 54, 0]","[4, 20, 51, 0]",#F3C885,"[243, 200, 133]"
F9C76F,RAL_070_80_50,RAL 070 80 50,"[0, 25, 63, 0]","[3, 21, 62, 0]",#F9C76F,"[249, 199, 111]"
FDC55A,RAL_070_80_60,RAL 070 80 60,"[0, 28, 73, 0]","[2, 23, 73, 0]",#FDC55A,"[253, 197, 90]"
EFE7DE,RAL_070_90_05,RAL 070 90 05,"[7, 9, 13, 0]","[7, 7, 11, 0]",#EFE7DE,"[239, 231, 222]"
EFE7D3,RAL_070_90_10,RAL 070 90 10,"[7, 8, 19, 0]","[7, 7, 16, 0]",#EFE7D3,"[239, 231, 211]"
F8E6C1,RAL_070_90_20,RAL 070 90 20,"[3, 11, 29, 0]","[3, 9, 25, 0]",#F8E6C1,"[248, 230, 193]"
6B6043,RAL_075_40_20,RAL 075 40 20,"[46, 44, 67, 42]","[54, 53, 76, 22]",#6B6043,"[107, 96, 67]"
715E34,RAL_075_40_30,RAL 075 40 30,"[39, 43, 76, 45]","[51, 54, 91, 22]",#715E34,"[113, 94, 52]"
755E27,RAL_075_40_38,RAL 075 40 38,"[32, 41, 84, 48]","[44, 50, 96, 27]",#755E27,"[117, 94, 39]"
86795A,RAL_075_50_20,RAL 075 50 20,"[39, 38, 60, 29]","[40, 39, 61, 20]",#86795A,"[134, 121, 90]"
8F7A4A,RAL_075_50_30,RAL 075 50 30,"[33, 37, 69, 30]","[41, 43, 78, 10]",#8F7A4A,"[143, 122, 74]"
95773A,RAL_075_50_40,RAL 075 50 40,"[25, 38, 77, 34]","[39, 46, 91, 7]",#95773A,"[149, 119, 58]"
987627,RAL_075_50_50,RAL 075 50 50,"[19, 36, 86, 37]","[32, 43, 98, 15]",#987627,"[152, 118, 39]"
9D730E,RAL_075_50_58,RAL 075 50 58,"[11, 38, 95, 40]","[28, 43, 100, 15]",#9D730E,"[157, 115, 14]"
9B9483,RAL_075_60_10,RAL 075 60 10,"[37, 32, 43, 17]","[33, 29, 38, 16]",#9B9483,"[155, 148, 131]"
A09270,RAL_075_60_20,RAL 075 60 20,"[32, 31, 53, 19]","[30, 29, 51, 15]",#A09270,"[160, 146, 112]"
AA9362,RAL_075_60_30,RAL 075 60 30,"[27, 32, 61, 20]","[31, 33, 64, 7]",#AA9362,"[170, 147, 98]"
B09453,RAL_075_60_40,RAL 075 60 40,"[22, 31, 69, 21]","[31, 35, 76, 2]",#B09453,"[176, 148, 83]"
B4913D,RAL_075_60_50,RAL 075 60 50,"[16, 31, 78, 24]","[28, 36, 90, 2]",#B4913D,"[180, 145, 61]"
B98E25,RAL_075_60_60,RAL 075 60 60,"[10, 33, 87, 25]","[23, 36, 98, 4]",#B98E25,"[185, 142, 37]"
C28F02,RAL_075_60_70,RAL 075 60 70,"[6, 35, 97, 24]","[19, 35, 100, 2]",#C28F02,"[194, 143, 2]"
B3AE9D,RAL_075_70_10,RAL 075 70 10,"[29, 24, 36, 9]","[26, 21, 31, 8]",#B3AE9D,"[179, 174, 157]"
BCAD88,RAL_075_70_20,RAL 075 70 20,"[24, 24, 46, 11]","[21, 22, 43, 8]",#BCAD88,"[188, 173, 136]"
C3AD78,RAL_075_70_30,RAL 075 70 30,"[20, 25, 55, 11]","[21, 24, 54, 5]",#C3AD78,"[195, 173, 120]"
CAAC65,RAL_075_70_40,RAL 075 70 40,"[15, 25, 64, 12]","[21, 27, 66, 0]",#CAAC65,"[202, 172, 101]"
D4AB54,RAL_075_70_50,RAL 075 70 50,"[10, 29, 71, 11]","[16, 28, 75, 0]",#D4AB54,"[212, 171, 84]"
DBAA3F,RAL_075_70_60,RAL 075 70 60,"[7, 29, 80, 10]","[13, 28, 86, 0]",#DBAA3F,"[219, 170, 63]"
E1AA27,RAL_075_70_70,RAL 075 70 70,"[4, 31, 88, 9]","[11, 28, 96, 0]",#E1AA27,"[225, 170, 39]"
E3A800,RAL_075_70_80,RAL 075 70 80,"[2, 31, 98, 10]","[9, 27, 100, 0]",#E3A800,"[227, 168, 0]"
D2CAB7,RAL_075_80_10,RAL 075 80 10,"[18, 16, 28, 4]","[16, 15, 24, 3]",#D2CAB7,"[210, 202, 183]"
D9C9A3,RAL_075_80_20,RAL 075 80 20,"[15, 17, 38, 4]","[13, 15, 35, 4]",#D9C9A3,"[217, 201, 163]"
E0C991,RAL_075_80_30,RAL 075 80 30,"[11, 18, 48, 4]","[11, 16, 44, 2]",#E0C991,"[224, 201, 145]"
E8C781,RAL_075_80_40,RAL 075 80 40,"[8, 21, 55, 3]","[9, 18, 53, 0]",#E8C781,"[232, 199, 129]"
F1C76F,RAL_075_80_50,RAL 075 80 50,"[4, 22, 63, 2]","[5, 18, 62, 0]",#F1C76F,"[241, 199, 111]"
F7C55C,RAL_075_80_60,RAL 075 80 60,"[1, 24, 71, 0]","[3, 20, 71, 0]",#F7C55C,"[247, 197, 92]"
F3EAD2,RAL_075_90_10,RAL 075 90 10,"[5, 7, 21, 0]","[5, 6, 17, 0]",#F3EAD2,"[243, 234, 210]"
F6E6BE,RAL_075_90_20,RAL 075 90 20,"[4, 9, 31, 0]","[4, 8, 27, 0]",#F6E6BE,"[246, 230, 190]"
EDEADF,RAL_075_92_05,RAL 075 92 05,"[8, 6, 13, 0]","[8, 5, 11, 0]",#EDEADF,"[237, 234, 223]"
3B382D,RAL_080_20_10,RAL 080 20 10,"[64, 55, 67, 63]","[67, 57, 64, 62]",#3B382D,"[59, 56, 45]"
4D4B45,RAL_080_30_05,RAL 080 30 05,"[60, 52, 55, 50]","[61, 54, 51, 48]",#4D4B45,"[77, 75, 69]"
4D4A3C,RAL_080_30_10,RAL 080 30 10,"[58, 50, 63, 52]","[61, 54, 64, 45]",#4D4A3C,"[77, 74, 60]"
544C30,RAL_080_30_20,RAL 080 30 20,"[52, 49, 75, 55]","[56, 55, 82, 42]",#544C30,"[84, 76, 48]"
574A28,RAL_080_30_26,RAL 080 30 26,"[49, 48, 80, 56]","[53, 55, 88, 43]",#574A28,"[87, 74, 40]"
66625B,RAL_080_40_05,RAL 080 40 05,"[53, 45, 51, 37]","[52, 45, 47, 34]",#66625B,"[102, 98, 91]"
686556,RAL_080_40_10,RAL 080 40 10,"[51, 44, 56, 38]","[52, 45, 55, 31]",#686556,"[104, 101, 86]"
6B6142,RAL_080_40_20,RAL 080 40 20,"[47, 43, 68, 42]","[55, 52, 77, 21]",#6B6142,"[107, 97, 66]"
716236,RAL_080_40_30,RAL 080 40 30,"[40, 40, 76, 44]","[52, 52, 91, 19]",#716236,"[113, 98, 54]"
766120,RAL_080_40_40,RAL 080 40 40,"[28, 37, 87, 51]","[42, 47, 98, 27]",#766120,"[118, 97, 32]"
7D7972,RAL_080_50_05,RAL 080 50 05,"[46, 39, 44, 26]","[43, 36, 39, 25]",#7D7972,"[125, 121, 114]"
807C6B,RAL_080_50_10,RAL 080 50 10,"[44, 37, 49, 26]","[40, 34, 46, 26]",#807C6B,"[128, 124, 107]"
857D5C,RAL_080_50_20,RAL 080 50 20,"[41, 36, 60, 29]","[41, 36, 61, 20]",#857D5C,"[133, 125, 92]"
8B7D4B,RAL_080_50_30,RAL 080 50 30,"[35, 34, 69, 32]","[43, 41, 79, 11]",#8B7D4B,"[139, 125, 75]"
8D7A3A,RAL_080_50_40,RAL 080 50 40,"[28, 32, 77, 36]","[42, 42, 91, 9]",#8D7A3A,"[141, 122, 58]"
937C2B,RAL_080_50_50,RAL 080 50 50,"[22, 30, 84, 39]","[36, 38, 97, 14]",#937C2B,"[147, 124, 43]"
96948C,RAL_080_60_05,RAL 080 60 05,"[39, 31, 37, 16]","[36, 28, 33, 15]",#96948C,"[150, 148, 140]"
989382,RAL_080_60_10,RAL 080 60 10,"[38, 31, 43, 17]","[34, 28, 39, 16]",#989382,"[152, 147, 130]"
9F956F,RAL_080_60_20,RAL 080 60 20,"[33, 29, 54, 19]","[31, 27, 53, 14]",#9F956F,"[159, 149, 111]"
A5955E,RAL_080_60_30,RAL 080 60 30,"[27, 28, 63, 22]","[34, 32, 69, 5]",#A5955E,"[165, 149, 94]"
A99452,RAL_080_60_40,RAL 080 60 40,"[24, 28, 69, 24]","[34, 33, 77, 2]",#A99452,"[169, 148, 82]"
AD963D,RAL_080_60_50,RAL 080 60 50,"[18, 24, 78, 27]","[32, 31, 90, 3]",#AD963D,"[173, 150, 61]"
B39421,RAL_080_60_60,RAL 080 60 60,"[12, 24, 89, 29]","[27, 30, 98, 4]",#B39421,"[179, 148, 33]"
B59304,RAL_080_60_70,RAL 080 60 70,"[8, 24, 96, 31]","[25, 30, 100, 4]",#B59304,"[181, 147, 4]"
B4AF9D,RAL_080_70_10,RAL 080 70 10,"[29, 24, 35, 9]","[26, 21, 31, 8]",#B4AF9D,"[180, 175, 157]"
B9AF89,RAL_080_70_20,RAL 080 70 20,"[25, 22, 47, 11]","[23, 20, 43, 8]",#B9AF89,"[185, 175, 137]"
BFB079,RAL_080_70_30,RAL 080 70 30,"[22, 21, 55, 12]","[23, 21, 54, 5]",#BFB079,"[191, 176, 121]"
C8B067,RAL_080_70_40,RAL 080 70 40,"[16, 21, 63, 13]","[22, 24, 66, 0]",#C8B067,"[200, 176, 103]"
CCAF52,RAL_080_70_50,RAL 080 70 50,"[13, 21, 73, 15]","[21, 24, 77, 0]",#CCAF52,"[204, 175, 82]"
D2B13D,RAL_080_70_60,RAL 080 70 60,"[9, 20, 80, 15]","[18, 22, 87, 0]",#D2B13D,"[210, 177, 61]"
D5B029,RAL_080_70_70,RAL 080 70 70,"[7, 21, 87, 15]","[17, 22, 96, 0]",#D5B029,"[213, 176, 41]"
D7AD00,RAL_080_70_80,RAL 080 70 80,"[4, 23, 96, 16]","[14, 23, 100, 0]",#D7AD00,"[215, 173, 0]"
D9AC00,RAL_080_70_88,RAL 080 70 88,"[3, 23, 100, 14]","[12, 22, 100, 0]",#D9AC00,"[217, 172, 0]"
CDCAC0,RAL_080_80_05,RAL 080 80 05,"[21, 16, 23, 3]","[19, 14, 20, 3]",#CDCAC0,"[205, 202, 192]"
D3CDB7,RAL_080_80_10,RAL 080 80 10,"[18, 15, 29, 3]","[16, 13, 25, 3]",#D3CDB7,"[211, 205, 183]"
D7CBA2,RAL_080_80_20,RAL 080 80 20,"[16, 15, 40, 4]","[14, 13, 36, 3]",#D7CBA2,"[215, 203, 162]"
DBC98F,RAL_080_80_30,RAL 080 80 30,"[13, 16, 49, 5]","[13, 15, 45, 2]",#DBC98F,"[219, 201, 143]"
E4CC7F,RAL_080_80_40,RAL 080 80 40,"[9, 16, 57, 5]","[11, 15, 55, 1]",#E4CC7F,"[228, 204, 127]"
E9CA6A,RAL_080_80_50,RAL 080 80 50,"[7, 16, 65, 5]","[9, 15, 65, 0]",#E9CA6A,"[233, 202, 106]"
EECA52,RAL_080_80_60,RAL 080 80 60,"[5, 16, 75, 4]","[8, 15, 76, 0]",#EECA52,"[238, 202, 82]"
F1C93C,RAL_080_80_70,RAL 080 80 70,"[3, 17, 82, 4]","[7, 15, 84, 0]",#F1C93C,"[241, 201, 60]"
F8C821,RAL_080_80_80,RAL 080 80 80,"[1, 20, 89, 0]","[4, 16, 93, 0]",#F8C821,"[248, 200, 33]"
FACA00,RAL_080_80_90,RAL 080 80 90,"[0, 20, 98, 0]","[3, 14, 98, 0]",#FACA00,"[250, 202, 0]"
EEE8DC,RAL_080_90_05,RAL 080 90 05,"[7, 8, 15, 0]","[7, 7, 12, 0]",#EEE8DC,"[238, 232, 220]"
EDE5CF,RAL_080_90_10,RAL 080 90 10,"[7, 9, 21, 0]","[7, 8, 18, 0]",#EDE5CF,"[237, 229, 207]"
F3E5BC,RAL_080_90_20,RAL 080 90 20,"[5, 9, 32, 0]","[5, 7, 27, 0]",#F3E5BC,"[243, 229, 188]"
676140,RAL_085_40_20,RAL 085 40 20,"[48, 41, 70, 43]","[57, 51, 81, 22]",#676140,"[103, 97, 64]"
6D6538,RAL_085_40_30,RAL 085 40 30,"[43, 38, 75, 44]","[55, 50, 90, 17]",#6D6538,"[109, 101, 56]"
827B58,RAL_085_50_20,RAL 085 50 20,"[41, 35, 61, 29]","[42, 36, 64, 19]",#827B58,"[130, 123, 88]"
867B46,RAL_085_50_30,RAL 085 50 30,"[36, 32, 72, 34]","[46, 40, 82, 10]",#867B46,"[134, 123, 70]"
877C37,RAL_085_50_40,RAL 085 50 40,"[31, 27, 80, 38]","[45, 38, 93, 11]",#877C37,"[135, 124, 55]"
8A7D23,RAL_085_50_50,RAL 085 50 50,"[24, 23, 88, 43]","[39, 33, 99, 16]",#8A7D23,"[138, 125, 35]"
979583,RAL_085_60_10,RAL 085 60 10,"[39, 30, 43, 17]","[35, 27, 39, 15]",#979583,"[151, 149, 131]"
9C9571,RAL_085_60_20,RAL 085 60 20,"[35, 29, 54, 19]","[33, 27, 52, 15]",#9C9571,"[156, 149, 113]"
A29760,RAL_085_60_30,RAL 085 60 30,"[30, 26, 63, 21]","[35, 30, 67, 6]",#A29760,"[162, 151, 96]"
A4964E,RAL_085_60_40,RAL 085 60 40,"[25, 24, 71, 25]","[37, 32, 80, 1]",#A4964E,"[164, 150, 78]"
A7973A,RAL_085_60_50,RAL 085 60 50,"[21, 20, 80, 28]","[35, 28, 92, 4]",#A7973A,"[167, 151, 58]"
AC9820,RAL_085_60_60,RAL 085 60 60,"[14, 18, 89, 32]","[31, 26, 98, 4]",#AC9820,"[172, 152, 32]"
AEAE99,RAL_085_70_10,RAL 085 70 10,"[32, 22, 38, 9]","[29, 20, 34, 8]",#AEAE99,"[174, 174, 153]"
B6AF8A,RAL_085_70_20,RAL 085 70 20,"[27, 22, 46, 11]","[24, 19, 43, 8]",#B6AF8A,"[182, 175, 138]"
BBB074,RAL_085_70_30,RAL 085 70 30,"[24, 20, 58, 12]","[26, 20, 58, 4]",#BBB074,"[187, 176, 116]"
BDB064,RAL_085_70_40,RAL 085 70 40,"[21, 18, 65, 14]","[27, 22, 68, 0]",#BDB064,"[189, 176, 100]"
C2B14E,RAL_085_70_50,RAL 085 70 50,"[17, 16, 75, 16]","[25, 20, 80, 0]",#C2B14E,"[194, 177, 78]"
C3B037,RAL_085_70_60,RAL 085 70 60,"[14, 15, 83, 19]","[25, 20, 92, 0]",#C3B037,"[195, 176, 55]"
C8AF22,RAL_085_70_70,RAL 085 70 70,"[9, 15, 89, 21]","[22, 20, 97, 0]",#C8AF22,"[200, 175, 34]"
CBB10B,RAL_085_70_75,RAL 085 70 75,"[6, 14, 93, 21]","[20, 18, 100, 0]",#CBB10B,"[203, 177, 11]"
CBCAB3,RAL_085_80_10,RAL 085 80 10,"[22, 15, 31, 4]","[20, 13, 27, 3]",#CBCAB3,"[203, 202, 179]"
D3CCA4,RAL_085_80_20,RAL 085 80 20,"[18, 13, 39, 4]","[16, 12, 35, 3]",#D3CCA4,"[211, 204, 164]"
D7CC8E,RAL_085_80_30,RAL 085 80 30,"[16, 13, 50, 4]","[16, 13, 47, 2]",#D7CC8E,"[215, 204, 142]"
D9CC7C,RAL_085_80_40,RAL 085 80 40,"[15, 12, 58, 5]","[16, 12, 56, 0]",#D9CC7C,"[217, 204, 124]"
DFCC68,RAL_085_80_50,RAL 085 80 50,"[12, 11, 67, 5]","[14, 11, 66, 0]",#DFCC68,"[223, 204, 104]"
E3CC52,RAL_085_80_60,RAL 085 80 60,"[9, 11, 75, 7]","[12, 12, 76, 0]",#E3CC52,"[227, 204, 82]"
E7CB39,RAL_085_80_70,RAL 085 80 70,"[5, 11, 82, 8]","[11, 11, 85, 0]",#E7CB39,"[231, 203, 57]"
E8CA11,RAL_085_80_80,RAL 085 80 80,"[4, 11, 91, 9]","[10, 10, 96, 0]",#E8CA11,"[232, 202, 17]"
E6CA05,RAL_085_80_85,RAL 085 80 85,"[4, 9, 95, 10]","[11, 9, 98, 0]",#E6CA05,"[230, 202, 5]"
EEEAD3,RAL_085_90_10,RAL 085 90 10,"[8, 5, 21, 0]","[8, 5, 18, 0]",#EEEAD3,"[238, 234, 211]"
