bgcolor,id,name,cymk,rgb_percentage,hex,rgb_values
8C8CBE,RAL_280_60_25,RAL 280 60 25,"[51, 45, 4, 0]","[50, 45, 2, 0]",#8C8CBE,"[140, 140, 190]"
898AC4,RAL_280_60_30,RAL 280 60 30,"[53, 45, 0, 0]","[51, 47, 1, 0]",#898AC4,"[137, 138, 196]"
8789CF,RAL_280_60_35,RAL 280 60 35,"[55, 47, 0, 0]","[53, 47, 0, 0]",#8789CF,"[135, 137, 207]"
AAAAB4,RAL_280_70_05,RAL 280 70 05,"[35, 27, 20, 7]","[32, 25, 16, 5]",#AAAAB4,"[170, 170, 180]"
AAABBF,RAL_280_70_10,RAL 280 70 10,"[36, 28, 14, 4]","[33, 27, 11, 3]",#AAABBF,"[170, 171, 191]"
AAAAC8,RAL_280_70_15,RAL 280 70 15,"[37, 31, 9, 2]","[35, 30, 6, 1]",#AAAAC8,"[170, 170, 200]"
A7A7D1,RAL_280_70_20,RAL 280 70 20,"[39, 33, 2, 0]","[36, 32, 1, 0]",#A7A7D1,"[167, 167, 209]"
A7A6DA,RAL_280_70_25,RAL 280 70 25,"[40, 35, 0, 0]","[37, 33, 0, 0]",#A7A6DA,"[167, 166, 218]"
C8CAD3,RAL_280_80_05,RAL 280 80 05,"[24, 16, 12, 2]","[21, 15, 9, 1]",#C8CAD3,"[200, 202, 211]"
C7C8DA,RAL_280_80_10,RAL 280 80 10,"[25, 20, 7, 0]","[23, 18, 5, 0]",#C7C8DA,"[199, 200, 218]"
C2C4E1,RAL_280_80_15,RAL 280 80 15,"[27, 21, 2, 0]","[24, 19, 1, 0]",#C2C4E1,"[194, 196, 225]"
E0E2EB,RAL_280_90_05,RAL 280 90 05,"[13, 9, 5, 0]","[13, 9, 4, 0]",#E0E2EB,"[224, 226, 235]"
343445,RAL_290_20_10,RAL 290 20 10,"[75, 66, 41, 55]","[84, 76, 37, 52]",#343445,"[52, 52, 69]"
3A3452,RAL_290_20_20,RAL 290 20 20,"[76, 73, 31, 47]","[85, 88, 30, 38]",#3A3452,"[58, 52, 82]"
39335A,RAL_290_20_25,RAL 290 20 25,"[80, 76, 25, 42]","[88, 92, 27, 31]",#39335A,"[57, 51, 90]"
35305F,RAL_290_20_30,RAL 290 20 30,"[84, 80, 19, 38]","[90, 95, 25, 24]",#35305F,"[53, 48, 95]"
372C65,RAL_290_20_35,RAL 290 20 35,"[87, 85, 13, 33]","[90, 100, 23, 14]",#372C65,"[55, 44, 101]"
4B4760,RAL_290_30_15,RAL 290 30 15,"[69, 63, 32, 38]","[76, 76, 33, 28]",#4B4760,"[75, 71, 96]"
4D4568,RAL_290_30_20,RAL 290 30 20,"[71, 67, 26, 33]","[80, 85, 29, 18]",#4D4568,"[77, 69, 104]"
4C426F,RAL_290_30_25,RAL 290 30 25,"[74, 72, 20, 29]","[83, 93, 25, 10]",#4C426F,"[76, 66, 111]"
4C4278,RAL_290_30_30,RAL 290 30 30,"[76, 75, 15, 23]","[85, 96, 18, 5]",#4C4278,"[76, 66, 120]"
4C407F,RAL_290_30_35,RAL 290 30 35,"[79, 78, 10, 16]","[85, 97, 11, 2]",#4C407F,"[76, 64, 127]"
4C3E87,RAL_290_30_40,RAL 290 30 40,"[81, 81, 5, 9]","[85, 98, 4, 0]",#4C3E87,"[76, 62, 135]"
625F73,RAL_290_40_10,RAL 290 40 10,"[59, 53, 32, 29]","[61, 56, 27, 25]",#625F73,"[98, 95, 115]"
645C78,RAL_290_40_15,RAL 290 40 15,"[60, 56, 27, 26]","[64, 64, 25, 17]",#645C78,"[100, 92, 120]"
635A81,RAL_290_40_20,RAL 290 40 20,"[64, 61, 20, 21]","[69, 72, 22, 7]",#635A81,"[99, 90, 129]"
625888,RAL_290_40_25,RAL 290 40 25,"[67, 64, 15, 16]","[72, 77, 17, 3]",#625888,"[98, 88, 136]"
62558F,RAL_290_40_30,RAL 290 40 30,"[69, 68, 10, 11]","[74, 81, 10, 0]",#62558F,"[98, 85, 143]"
615295,RAL_290_40_35,RAL 290 40 35,"[71, 72, 5, 4]","[75, 83, 3, 0]",#615295,"[97, 82, 149]"
61529F,RAL_290_40_40,RAL 290 40 40,"[73, 73, 0, 0]","[75, 84, 0, 0]",#61529F,"[97, 82, 159]"
5F50A4,RAL_290_40_45,RAL 290 40 45,"[75, 75, 0, 0]","[76, 85, 0, 0]",#5F50A4,"[95, 80, 164]"
7A778B,RAL_290_50_10,RAL 290 50 10,"[51, 45, 26, 18]","[51, 46, 22, 15]",#7A778B,"[122, 119, 139]"
78738F,RAL_290_50_15,RAL 290 50 15,"[54, 49, 22, 16]","[54, 51, 19, 11]",#78738F,"[120, 115, 143]"
79709A,RAL_290_50_20,RAL 290 50 20,"[56, 54, 15, 11]","[57, 59, 13, 3]",#79709A,"[121, 112, 154]"
7C6FA1,RAL_290_50_25,RAL 290 50 25,"[57, 57, 10, 6]","[58, 62, 7, 0]",#7C6FA1,"[124, 111, 161]"
7B6DA8,RAL_290_50_30,RAL 290 50 30,"[59, 59, 5, 0]","[60, 64, 2, 0]",#7B6DA8,"[123, 109, 168]"
7B6AB0,RAL_290_50_35,RAL 290 50 35,"[61, 62, 0, 0]","[60, 67, 0, 0]",#7B6AB0,"[123, 106, 176]"
7968B8,RAL_290_50_40,RAL 290 50 40,"[62, 63, 0, 0]","[62, 67, 0, 0]",#7968B8,"[121, 104, 184]"
938EA5,RAL_290_60_10,RAL 290 60 10,"[44, 40, 19, 10]","[42, 38, 15, 7]",#938EA5,"[147, 142, 165]"
958DAD,RAL_290_60_15,RAL 290 60 15,"[44, 42, 15, 7]","[43, 42, 11, 4]",#958DAD,"[149, 141, 173]"
968BB5,RAL_290_60_20,RAL 290 60 20,"[45, 45, 9, 3]","[44, 45, 6, 1]",#968BB5,"[150, 139, 181]"
9489BC,RAL_290_60_25,RAL 290 60 25,"[48, 48, 3, 0]","[46, 49, 2, 0]",#9489BC,"[148, 137, 188]"
9586C4,RAL_290_60_30,RAL 290 60 30,"[49, 50, 0, 0]","[47, 51, 0, 0]",#9586C4,"[149, 134, 196]"
9283CA,RAL_290_60_35,RAL 290 60 35,"[51, 52, 0, 0]","[49, 53, 0, 0]",#9283CA,"[146, 131, 202]"
AEAAC0,RAL_290_70_10,RAL 290 70 10,"[34, 30, 13, 4]","[32, 29, 10, 2]",#AEAAC0,"[174, 170, 192]"
AFA7C9,RAL_290_70_15,RAL 290 70 15,"[35, 34, 6, 0]","[33, 32, 4, 1]",#AFA7C9,"[175, 167, 201]"
ADA4CF,RAL_290_70_20,RAL 290 70 20,"[36, 36, 2, 0]","[34, 35, 2, 0]",#ADA4CF,"[173, 164, 207]"
ADA1D8,RAL_290_70_25,RAL 290 70 25,"[38, 38, 0, 0]","[36, 37, 0, 0]",#ADA1D8,"[173, 161, 216]"
C9C5D9,RAL_290_80_10,RAL 290 80 10,"[23, 22, 6, 0]","[21, 20, 4, 0]",#C9C5D9,"[201, 197, 217]"
CAC3E0,RAL_290_80_15,RAL 290 80 15,"[23, 23, 1, 0]","[21, 22, 1, 0]",#CAC3E0,"[202, 195, 224]"
E5E4EC,RAL_290_90_05,RAL 290 90 05,"[11, 9, 4, 0]","[11, 9, 4, 0]",#E5E4EC,"[229, 228, 236]"
EAE8F4,RAL_290_92_05,RAL 290 92 05,"[8, 9, 0, 0]","[9, 8, 1, 0]",#EAE8F4,"[234, 232, 244]"
38363E,RAL_300_20_05,RAL 300 20 05,"[70, 63, 49, 58]","[75, 68, 42, 57]",#38363E,"[56, 54, 62]"
3D334A,RAL_300_20_15,RAL 300 20 15,"[73, 72, 37, 51]","[82, 86, 36, 44]",#3D334A,"[61, 51, 74]"
3E304E,RAL_300_20_20,RAL 300 20 20,"[75, 76, 32, 48]","[83, 92, 33, 38]",#3E304E,"[62, 48, 78]"
3D3053,RAL_300_20_25,RAL 300 20 25,"[77, 78, 28, 45]","[84, 94, 31, 33]",#3D3053,"[61, 48, 83]"
3C2C5C,RAL_300_20_30,RAL 300 20 30,"[81, 84, 19, 39]","[87, 100, 28, 22]",#3C2C5C,"[60, 44, 92]"
4C4951,RAL_300_30_05,RAL 300 30 05,"[64, 56, 45, 46]","[66, 60, 40, 43]",#4C4951,"[76, 73, 81]"
50485A,RAL_300_30_10,RAL 300 30 10,"[64, 61, 37, 41]","[70, 70, 36, 33]",#50485A,"[80, 72, 90]"
51455F,RAL_300_30_15,RAL 300 30 15,"[66, 66, 33, 38]","[73, 80, 34, 25]",#51455F,"[81, 69, 95]"
524264,RAL_300_30_20,RAL 300 30 20,"[67, 70, 27, 35]","[76, 88, 31, 18]",#524264,"[82, 66, 100]"
55426E,RAL_300_30_25,RAL 300 30 25,"[69, 73, 21, 28]","[79, 94, 26, 10]",#55426E,"[85, 66, 110]"
563F73,RAL_300_30_30,RAL 300 30 30,"[71, 77, 17, 24]","[79, 97, 20, 7]",#563F73,"[86, 63, 115]"
573C79,RAL_300_30_35,RAL 300 30 35,"[73, 80, 12, 20]","[79, 98, 15, 3]",#573C79,"[87, 60, 121]"
56397F,RAL_300_30_40,RAL 300 30 40,"[76, 84, 7, 13]","[79, 99, 8, 0]",#56397F,"[86, 57, 127]"
636069,RAL_300_40_05,RAL 300 40 05,"[57, 49, 39, 33]","[56, 50, 34, 32]",#636069,"[99, 96, 105]"
655D70,RAL_300_40_10,RAL 300 40 10,"[58, 55, 33, 30]","[59, 59, 29, 25]",#655D70,"[101, 93, 112]"
685B76,RAL_300_40_15,RAL 300 40 15,"[59, 58, 28, 26]","[62, 67, 27, 18]",#685B76,"[104, 91, 118]"
6A587E,RAL_300_40_20,RAL 300 40 20,"[60, 63, 21, 22]","[65, 75, 23, 7]",#6A587E,"[106, 88, 126]"
6D5684,RAL_300_40_25,RAL 300 40 25,"[61, 66, 16, 17]","[67, 79, 19, 3]",#6D5684,"[109, 86, 132]"
6E528B,RAL_300_40_30,RAL 300 40 30,"[63, 71, 11, 11]","[67, 84, 11, 0]",#6E528B,"[110, 82, 139]"
6D518F,RAL_300_40_35,RAL 300 40 35,"[65, 72, 8, 8]","[68, 85, 6, 0]",#6D518F,"[109, 81, 143]"
6E4D96,RAL_300_40_40,RAL 300 40 40,"[67, 76, 3, 2]","[69, 89, 2, 0]",#6E4D96,"[110, 77, 150]"
704CA0,RAL_300_40_45,RAL 300 40 45,"[69, 78, 0, 0]","[69, 89, 0, 0]",#704CA0,"[112, 76, 160]"
7A7780,RAL_300_50_05,RAL 300 50 05,"[49, 43, 33, 23]","[47, 42, 28, 21]",#7A7780,"[122, 119, 128]"
7D7488,RAL_300_50_10,RAL 300 50 10,"[50, 47, 27, 19]","[49, 48, 22, 16]",#7D7488,"[125, 116, 136]"
817390,RAL_300_50_15,RAL 300 50 15,"[51, 51, 22, 16]","[50, 54, 19, 11]",#817390,"[129, 115, 144]"
826F96,RAL_300_50_20,RAL 300 50 20,"[52, 56, 16, 12]","[53, 60, 15, 4]",#826F96,"[130, 111, 150]"
836C9D,RAL_300_50_25,RAL 300 50 25,"[54, 59, 11, 7]","[55, 65, 9, 0]",#836C9D,"[131, 108, 157]"
856AA4,RAL_300_50_30,RAL 300 50 30,"[55, 62, 5, 1]","[54, 67, 2, 0]",#856AA4,"[133, 106, 164]"
8B69AD,RAL_300_50_35,RAL 300 50 35,"[55, 64, 0, 0]","[53, 69, 0, 0]",#8B69AD,"[139, 105, 173]"
8A65B3,RAL_300_50_40,RAL 300 50 40,"[56, 66, 0, 0]","[55, 71, 0, 0]",#8A65B3,"[138, 101, 179]"
94929D,RAL_300_60_05,RAL 300 60 05,"[42, 35, 26, 13]","[39, 33, 21, 11]",#94929D,"[148, 146, 157]"
988EA3,RAL_300_60_10,RAL 300 60 10,"[41, 40, 21, 10]","[39, 38, 16, 8]",#988EA3,"[152, 142, 163]"
9B8BAB,RAL_300_60_15,RAL 300 60 15,"[42, 44, 14, 7]","[40, 45, 11, 4]",#9B8BAB,"[155, 139, 171]"
9D89B1,RAL_300_60_20,RAL 300 60 20,"[43, 47, 9, 4]","[41, 48, 7, 1]",#9D89B1,"[157, 137, 177]"
9E86B9,RAL_300_60_25,RAL 300 60 25,"[44, 51, 4, 0]","[42, 51, 2, 0]",#9E86B9,"[158, 134, 185]"
A082C0,RAL_300_60_30,RAL 300 60 30,"[44, 53, 0, 0]","[42, 54, 0, 0]",#A082C0,"[160, 130, 192]"
A17FC6,RAL_300_60_35,RAL 300 60 35,"[45, 55, 0, 0]","[44, 56, 0, 0]",#A17FC6,"[161, 127, 198]"
ADABB6,RAL_300_70_05,RAL 300 70 05,"[33, 27, 19, 6]","[31, 25, 15, 5]",#ADABB6,"[173, 171, 182]"
B4A7BD,RAL_300_70_10,RAL 300 70 10,"[32, 33, 14, 4]","[29, 32, 11, 3]",#B4A7BD,"[180, 167, 189]"
B5A5C5,RAL_300_70_15,RAL 300 70 15,"[33, 36, 7, 2]","[30, 35, 5, 0]",#B5A5C5,"[181, 165, 197]"
B8A3CD,RAL_300_70_20,RAL 300 70 20,"[31, 39, 1, 0]","[29, 37, 1, 0]",#B8A3CD,"[184, 163, 205]"
B89FD4,RAL_300_70_25,RAL 300 70 25,"[33, 41, 0, 0]","[31, 39, 0, 0]",#B89FD4,"[184, 159, 212]"
CAC7D1,RAL_300_80_05,RAL 300 80 05,"[23, 20, 12, 2]","[20, 18, 9, 1]",#CAC7D1,"[202, 199, 209]"
CDC3D9,RAL_300_80_10,RAL 300 80 10,"[22, 24, 6, 0]","[19, 21, 4, 0]",#CDC3D9,"[205, 195, 217]"
D1C2E1,RAL_300_80_15,RAL 300 80 15,"[20, 26, 0, 0]","[19, 24, 1, 0]",#D1C2E1,"[209, 194, 225]"
E7E3EB,RAL_300_90_05,RAL 300 90 05,"[10, 10, 4, 0]","[10, 9, 4, 0]",#E7E3EB,"[231, 227, 235]"
41304C,RAL_310_20_20,RAL 310 20 20,"[72, 77, 34, 49]","[81, 93, 35, 39]",#41304C,"[65, 48, 76]"
472D52,RAL_310_20_25,RAL 310 20 25,"[71, 81, 28, 45]","[78, 99, 34, 31]",#472D52,"[71, 45, 82]"
442657,RAL_310_20_30,RAL 310 20 30,"[76, 88, 19, 41]","[81, 100, 30, 24]",#442657,"[68, 38, 87]"
57475F,RAL_310_30_15,RAL 310 30 15,"[63, 65, 33, 37]","[69, 78, 35, 27]",#57475F,"[87, 71, 95]"
594466,RAL_310_30_20,RAL 310 30 20,"[64, 70, 27, 33]","[72, 88, 31, 17]",#594466,"[89, 68, 102]"
5C3F69,RAL_310_30_25,RAL 310 30 25,"[65, 75, 23, 30]","[74, 95, 29, 12]",#5C3F69,"[92, 63, 105]"
603B6E,RAL_310_30_30,RAL 310 30 30,"[65, 80, 16, 26]","[72, 98, 22, 10]",#603B6E,"[96, 59, 110]"
603A71,RAL_310_30_35,RAL 310 30 35,"[67, 81, 15, 24]","[73, 99, 20, 9]",#603A71,"[96, 58, 113]"
633778,RAL_310_30_40,RAL 310 30 40,"[67, 84, 9, 18]","[71, 100, 14, 2]",#633778,"[99, 55, 120]"
6A5E70,RAL_310_40_10,RAL 310 40 10,"[56, 55, 33, 29]","[56, 58, 29, 25]",#6A5E70,"[106, 94, 112]"
6E5C77,RAL_310_40_15,RAL 310 40 15,"[56, 59, 28, 25]","[58, 67, 26, 16]",#6E5C77,"[110, 92, 119]"
73597C,RAL_310_40_20,RAL 310 40 20,"[55, 63, 23, 22]","[59, 73, 24, 9]",#73597C,"[115, 89, 124]"
765682,RAL_310_40_25,RAL 310 40 25,"[56, 67, 18, 18]","[61, 80, 21, 3]",#765682,"[118, 86, 130]"
765286,RAL_310_40_30,RAL 310 40 30,"[58, 71, 13, 14]","[62, 84, 15, 1]",#765286,"[118, 82, 134]"
79508C,RAL_310_40_35,RAL 310 40 35,"[59, 74, 9, 10]","[62, 86, 9, 0]",#79508C,"[121, 80, 140]"
7C4C92,RAL_310_40_40,RAL 310 40 40,"[60, 76, 4, 4]","[61, 89, 2, 0]",#7C4C92,"[124, 76, 146]"
847589,RAL_310_50_10,RAL 310 50 10,"[47, 48, 27, 18]","[46, 49, 22, 16]",#847589,"[132, 117, 137]"
85728E,RAL_310_50_15,RAL 310 50 15,"[48, 52, 22, 16]","[48, 55, 19, 10]",#85728E,"[133, 114, 142]"
8A6F93,RAL_310_50_20,RAL 310 50 20,"[48, 56, 18, 13]","[48, 61, 16, 5]",#8A6F93,"[138, 111, 147]"
8D6C9B,RAL_310_50_25,RAL 310 50 25,"[49, 60, 11, 7]","[49, 66, 11, 1]",#8D6C9B,"[141, 108, 155]"
9068A1,RAL_310_50_30,RAL 310 50 30,"[50, 64, 6, 3]","[49, 69, 4, 0]",#9068A1,"[144, 104, 161]"
9165A4,RAL_310_50_35,RAL 310 50 35,"[50, 66, 2, 0]","[49, 72, 2, 0]",#9165A4,"[145, 101, 164]"
9464AC,RAL_310_50_40,RAL 310 50 40,"[51, 67, 0, 0]","[49, 73, 0, 0]",#9464AC,"[148, 100, 172]"
9C8DA1,RAL_310_60_10,RAL 310 60 10,"[40, 42, 21, 11]","[37, 41, 17, 9]",#9C8DA1,"[156, 141, 161]"
A08AA7,RAL_310_60_15,RAL 310 60 15,"[39, 45, 16, 7]","[38, 46, 13, 5]",#A08AA7,"[160, 138, 167]"
A587AF,RAL_310_60_20,RAL 310 60 20,"[39, 49, 10, 4]","[37, 50, 7, 1]",#A587AF,"[165, 135, 175]"
A984B4,RAL_310_60_25,RAL 310 60 25,"[38, 52, 5, 0]","[36, 53, 4, 0]",#A984B4,"[169, 132, 180]"
AB81B8,RAL_310_60_30,RAL 310 60 30,"[38, 55, 0, 0]","[35, 56, 0, 0]",#AB81B8,"[171, 129, 184]"
AF7DC2,RAL_310_60_35,RAL 310 60 35,"[39, 58, 0, 0]","[37, 59, 0, 0]",#AF7DC2,"[175, 125, 194]"
B6A6B9,RAL_310_70_10,RAL 310 70 10,"[30, 34, 15, 5]","[27, 32, 12, 4]",#B6A6B9,"[182, 166, 185]"
BBA4C3,RAL_310_70_15,RAL 310 70 15,"[29, 38, 9, 2]","[27, 36, 6, 0]",#BBA4C3,"[187, 164, 195]"
BEA1C7,RAL_310_70_20,RAL 310 70 20,"[29, 41, 4, 0]","[27, 39, 3, 0]",#BEA1C7,"[190, 161, 199]"
C29ECE,RAL_310_70_25,RAL 310 70 25,"[28, 43, 0, 0]","[26, 41, 0, 0]",#C29ECE,"[194, 158, 206]"
D1C3D6,RAL_310_80_10,RAL 310 80 10,"[20, 25, 7, 0]","[18, 22, 5, 0]",#D1C3D6,"[209, 195, 214]"
D7C0DB,RAL_310_80_15,RAL 310 80 15,"[17, 28, 2, 0]","[16, 25, 2, 0]",#D7C0DB,"[215, 192, 219]"
E8E3EA,RAL_310_90_05,RAL 310 90 05,"[9, 10, 5, 0]","[9, 9, 4, 0]",#E8E3EA,"[232, 227, 234]"
403542,RAL_320_20_10,RAL 320 20 10,"[67, 69, 44, 54]","[75, 80, 43, 49]",#403542,"[64, 53, 66]"
443247,RAL_320_20_15,RAL 320 20 15,"[67, 74, 39, 51]","[75, 89, 40, 43]",#443247,"[68, 50, 71]"
482D49,RAL_320_20_20,RAL 320 20 20,"[67, 80, 34, 49]","[75, 98, 39, 37]",#482D49,"[72, 45, 73]"
48294D,RAL_320_20_25,RAL 320 20 25,"[69, 84, 29, 47]","[76, 99, 35, 33]",#48294D,"[72, 41, 77]"
4E4851,RAL_320_30_05,RAL 320 30 05,"[62, 58, 44, 45]","[66, 64, 41, 41]",#4E4851,"[78, 72, 81]"
544655,RAL_320_30_10,RAL 320 30 10,"[61, 63, 41, 43]","[66, 73, 41, 33]",#544655,"[84, 70, 85]"
574059,RAL_320_30_15,RAL 320 30 15,"[61, 69, 35, 40]","[69, 86, 39, 24]",#574059,"[87, 64, 89]"
5E3E5E,RAL_320_30_20,RAL 320 30 20,"[60, 74, 29, 36]","[68, 93, 35, 21]",#5E3E5E,"[94, 62, 94]"
643C65,RAL_320_30_25,RAL 320 30 25,"[59, 77, 24, 33]","[66, 96, 30, 15]",#643C65,"[100, 60, 101]"
653A69,RAL_320_30_30,RAL 320 30 30,"[60, 79, 19, 29]","[67, 98, 26, 12]",#653A69,"[101, 58, 105]"
68376E,RAL_320_30_35,RAL 320 30 35,"[60, 83, 14, 26]","[66, 100, 21, 10]",#68376E,"[104, 55, 110]"
6D3672,RAL_320_30_37,RAL 320 30 37,"[60, 85, 11, 22]","[65, 100, 18, 6]",#6D3672,"[109, 54, 114]"
656068,RAL_320_40_05,RAL 320 40 05,"[55, 49, 40, 33]","[54, 51, 34, 32]",#656068,"[101, 96, 104]"
6C5D6E,RAL_320_40_10,RAL 320 40 10,"[55, 56, 35, 30]","[55, 60, 30, 25]",#6C5D6E,"[108, 93, 110]"
715A73,RAL_320_40_15,RAL 320 40 15,"[53, 61, 29, 27]","[55, 68, 28, 19]",#715A73,"[113, 90, 115]"
755676,RAL_320_40_20,RAL 320 40 20,"[53, 65, 25, 24]","[57, 76, 26, 11]",#755676,"[117, 86, 118]"
78527C,RAL_320_40_25,RAL 320 40 25,"[53, 69, 19, 20]","[59, 82, 23, 5]",#78527C,"[120, 82, 124]"
7E4C7E,RAL_320_40_30,RAL 320 40 30,"[52, 74, 15, 18]","[58, 90, 20, 1]",#7E4C7E,"[126, 76, 126]"
834983,RAL_320_40_35,RAL 320 40 35,"[52, 77, 10, 14]","[56, 93, 13, 0]",#834983,"[131, 73, 131]"
85448B,RAL_320_40_40,RAL 320 40 40,"[54, 80, 5, 6]","[55, 96, 3, 0]",#85448B,"[133, 68, 139]"
7E767E,RAL_320_50_05,RAL 320 50 05,"[47, 44, 34, 23]","[45, 44, 29, 22]",#7E767E,"[126, 118, 126]"
847385,RAL_320_50_10,RAL 320 50 10,"[47, 49, 28, 20]","[44, 51, 24, 16]",#847385,"[132, 115, 133]"
89708A,RAL_320_50_15,RAL 320 50 15,"[46, 53, 24, 17]","[45, 57, 21, 12]",#89708A,"[137, 112, 138]"
8F6C8F,RAL_320_50_20,RAL 320 50 20,"[45, 58, 19, 14]","[45, 64, 18, 6]",#8F6C8F,"[143, 108, 143]"
946895,RAL_320_50_25,RAL 320 50 25,"[44, 63, 13, 10]","[45, 69, 13, 0]",#946895,"[148, 104, 149]"
99659A,RAL_320_50_30,RAL 320 50 30,"[44, 65, 8, 5]","[44, 73, 7, 0]",#99659A,"[153, 101, 154]"
9C619E,RAL_320_50_35,RAL 320 50 35,"[45, 69, 4, 1]","[43, 76, 2, 0]",#9C619E,"[156, 97, 158]"
9F5EA4,RAL_320_50_40,RAL 320 50 40,"[45, 71, 0, 0]","[43, 76, 0, 0]",#9F5EA4,"[159, 94, 164]"
978F9A,RAL_320_60_05,RAL 320 60 05,"[40, 37, 26, 13]","[37, 36, 22, 11]",#978F9A,"[151, 143, 154]"
9F8E9F,RAL_320_60_10,RAL 320 60 10,"[38, 41, 23, 11]","[35, 40, 18, 9]",#9F8E9F,"[159, 142, 159]"
A689A5,RAL_320_60_15,RAL 320 60 15,"[36, 46, 16, 8]","[34, 47, 13, 5]",#A689A5,"[166, 137, 165]"
AB84A9,RAL_320_60_20,RAL 320 60 20,"[35, 51, 12, 5]","[33, 53, 9, 2]",#AB84A9,"[171, 132, 169]"
AF81B0,RAL_320_60_25,RAL 320 60 25,"[35, 55, 6, 1]","[33, 56, 4, 0]",#AF81B0,"[175, 129, 176]"
B47EB5,RAL_320_60_30,RAL 320 60 30,"[34, 57, 0, 0]","[31, 59, 1, 0]",#B47EB5,"[180, 126, 181]"
B77AB9,RAL_320_60_35,RAL 320 60 35,"[34, 60, 0, 0]","[32, 62, 0, 0]",#B77AB9,"[183, 122, 185]"
B1A8B2,RAL_320_70_05,RAL 320 70 05,"[31, 29, 20, 7]","[28, 27, 16, 5]",#B1A8B2,"[177, 168, 178]"
B9A6B9,RAL_320_70_10,RAL 320 70 10,"[29, 35, 15, 4]","[26, 33, 11, 3]",#B9A6B9,"[185, 166, 185]"
BCA2C0,RAL_320_70_15,RAL 320 70 15,"[28, 38, 9, 2]","[26, 38, 7, 1]",#BCA2C0,"[188, 162, 192]"
C59EC5,RAL_320_70_20,RAL 320 70 20,"[25, 44, 3, 0]","[23, 42, 2, 0]",#C59EC5,"[197, 158, 197]"
CC9BCB,RAL_320_70_25,RAL 320 70 25,"[23, 46, 0, 0]","[22, 45, 0, 0]",#CC9BCB,"[204, 155, 203]"
CEC7CD,RAL_320_80_05,RAL 320 80 05,"[20, 20, 14, 2]","[19, 18, 11, 2]",#CEC7CD,"[206, 199, 205]"
D5C4D5,RAL_320_80_10,RAL 320 80 10,"[18, 25, 7, 0]","[16, 23, 5, 0]",#D5C4D5,"[213, 196, 213]"
DABDD8,RAL_320_80_15,RAL 320 80 15,"[15, 30, 3, 0]","[14, 27, 2, 0]",#DABDD8,"[218, 189, 216]"
EAE3EA,RAL_320_90_05,RAL 320 90 05,"[8, 11, 5, 0]","[9, 10, 4, 0]",#EAE3EA,"[234, 227, 234]"
4A2B44,RAL_330_20_20,RAL 330 20 20,"[63, 80, 37, 52]","[71, 97, 42, 40]",#4A2B44,"[74, 43, 68]"
52294A,RAL_330_20_25,RAL 330 20 25,"[59, 84, 31, 49]","[67, 100, 38, 36]",#52294A,"[82, 41, 74]"
5C4357,RAL_330_30_15,RAL 330 30 15,"[58, 68, 37, 41]","[65, 82, 42, 25]",#5C4357,"[92, 67, 87]"
62405A,RAL_330_30_20,RAL 330 30 20,"[55, 72, 33, 38]","[64, 90, 40, 20]",#62405A,"[98, 64, 90]"
673B5F,RAL_330_30_25,RAL 330 30 25,"[54, 77, 27, 36]","[61, 96, 33, 20]",#673B5F,"[103, 59, 95]"
6D3661,RAL_330_30_30,RAL 330 30 30,"[51, 81, 21, 34]","[58, 99, 27, 18]",#6D3661,"[109, 54, 97]"
713366,RAL_330_30_35,RAL 330 30 35,"[51, 84, 16, 30]","[58, 100, 24, 14]",#713366,"[113, 51, 102]"
762B67,RAL_330_30_40,RAL 330 30 40,"[49, 88, 11, 29]","[55, 100, 23, 11]",#762B67,"[118, 43, 103]"
6F5C6B,RAL_330_40_10,RAL 330 40 10,"[52, 55, 36, 30]","[51, 60, 31, 27]",#6F5C6B,"[111, 92, 107]"
74586F,RAL_330_40_15,RAL 330 40 15,"[51, 61, 31, 27]","[53, 69, 30, 20]",#74586F,"[116, 88, 111]"
7A5774,RAL_330_40_20,RAL 330 40 20,"[49, 64, 27, 25]","[52, 74, 28, 15]",#7A5774,"[122, 87, 116]"
805276,RAL_330_40_25,RAL 330 40 25,"[47, 69, 22, 23]","[53, 81, 27, 8]",#805276,"[128, 82, 118]"
884E7C,RAL_330_40_30,RAL 330 40 30,"[45, 73, 16, 19]","[52, 88, 23, 1]",#884E7C,"[136, 78, 124]"
8D4A7F,RAL_330_40_35,RAL 330 40 35,"[45, 76, 12, 16]","[50, 92, 17, 1]",#8D4A7F,"[141, 74, 127]"
904381,RAL_330_40_40,RAL 330 40 40,"[44, 81, 9, 14]","[48, 96, 12, 1]",#904381,"[144, 67, 129]"
933D83,RAL_330_40_45,RAL 330 40 45,"[44, 84, 6, 10]","[46, 98, 7, 0]",#933D83,"[147, 61, 131]"
857282,RAL_330_50_10,RAL 330 50 10,"[45, 49, 31, 20]","[43, 50, 25, 18]",#857282,"[133, 114, 130]"
8E7188,RAL_330_50_15,RAL 330 50 15,"[43, 53, 25, 17]","[42, 56, 22, 12]",#8E7188,"[142, 113, 136]"
956D8C,RAL_330_50_20,RAL 330 50 20,"[41, 57, 20, 15]","[41, 62, 20, 7]",#956D8C,"[149, 109, 140]"
9A688E,RAL_330_50_25,RAL 330 50 25,"[39, 62, 16, 13]","[41, 68, 18, 2]",#9A688E,"[154, 104, 142]"
